---code V2.b---
Turbine, Uinf(upstream), Uinf(U_dAv), Cp(U_dAv), Ct(U_dAv), Power(U_dAv), Thrust(U_dAv) , Average Ud, Center  Ud , Uinf(disc cells), Power(disc cells), Thrust(disc cells)
Dir: 290
Finalising parallel run
disk0,7.95958,8.02086,0.000440438,0.729372,885.581,182840,6.01963,6.2083,8.02086,885.581,182840
disk1,7.96199,7.98567,0.000441472,0.732845,876.029,182103,5.98179,6.22103,7.98567,876.029,182103
Dir: 292
Finalising parallel run
disk0,7.95779,8.00456,0.000440956,0.731426,881.228,182611,6.00033,6.19025,8.00456,881.228,182611
disk1,7.96201,7.96077,0.000442108,0.734315,869.108,181331,5.95894,6.18703,7.96077,869.108,181331
Dir: 294
Finalising parallel run
disk0,7.95784,8.05257,0.000439417,0.725377,894.048,183279,6.05714,6.28185,8.05257,894.048,183279
disk1,7.96204,7.99043,0.000441349,0.732565,877.35,182250,5.98615,6.2744,7.99043,877.35,182250
Dir: 296
Finalising parallel run
disk0,7.9555,8.02671,0.000440251,0.728634,887.144,182922,6.02655,6.17836,8.02671,887.144,182922
disk1,7.96209,7.94938,0.000442394,0.734987,865.942,180978,5.94849,6.08847,7.94938,865.942,180978
Dir: 298
Finalising parallel run
disk0,7.95365,8.03737,0.000439908,0.727291,889.991,183070,6.03917,6.34672,8.03737,889.991,183070
disk1,7.96216,7.9876,0.000441422,0.732732,876.564,182162,5.98356,6.27863,7.9876,876.564,182162
Dir: 300
Finalising parallel run
disk0,7.95018,8.02988,0.000440149,0.728235,887.991,182966,6.0303,6.36381,8.02988,887.991,182966
disk1,7.96226,7.97537,0.000441737,0.733453,873.167,181784,5.97234,6.23456,7.97537,873.167,181784
Dir: 302
Finalising parallel run
disk0,7.94785,8.02857,0.000440191,0.728401,887.638,182948,6.02874,6.05417,8.02857,887.638,182948
disk1,7.96241,7.96762,0.000441934,0.733911,871.011,181544,5.96523,6.13223,7.96762,871.011,181544
Dir: 304
Finalising parallel run
disk0,7.94411,8.03272,0.000440058,0.727877,888.749,183006,6.03366,6.15026,8.03272,888.749,183006
disk1,7.96259,7.99805,0.000441151,0.732115,879.469,182486,5.99315,6.11471,7.99805,879.469,182486
Dir: 306
Finalising parallel run
disk0,7.94109,7.94306,0.000442551,0.735359,864.188,180783,5.9427,5.9852,7.94306,864.188,180783
disk1,7.96282,7.99786,0.000441156,0.732126,879.417,182480,5.99298,6.05765,7.99786,879.417,182480
Dir: 308
Finalising parallel run
disk0,7.93817,7.84593,0.000444848,0.74109,837.193,177763,5.85357,5.99801,7.84593,837.193,177763
disk1,7.9631,7.99594,0.000441206,0.732239,878.883,182420,5.99122,6.15405,7.99594,878.883,182420
Dir: 310
Finalising parallel run
disk0,7.93572,7.67362,0.000448295,0.751256,789.307,172373,5.69546,5.74334,7.67362,789.307,172373
disk1,7.96342,7.98975,0.000441367,0.732605,877.162,182229,5.98553,6.17374,7.98975,877.162,182229
Dir: 312
Finalising parallel run
disk0,7.93353,7.43122,0.000451482,0.765558,721.943,164733,5.47304,5.50001,7.43122,721.943,164733
disk1,7.96375,8.02053,0.000440448,0.729413,885.493,182836,6.01924,6.15998,8.02053,885.493,182836
Dir: 314
Finalising parallel run
disk0,7.93224,7.17427,0.000452122,0.780718,650.534,156578,5.23727,5.13767,7.17427,650.534,156578
disk1,7.96397,8.04555,0.000439644,0.726261,892.174,183183,6.04884,6.16984,8.04555,892.174,183183
Dir: 316
Finalising parallel run
disk0,7.93089,6.89755,0.000452358,0.791,578.426,146638,5.00305,4.8011,6.89755,578.426,146638
disk1,7.96398,8.04591,0.000439632,0.726215,892.27,183188,6.04927,6.17035,8.04591,892.27,183188
Dir: 318
Finalising parallel run
disk0,7.93257,6.6703,0.000454771,0.791,525.909,137135,4.83822,4.58295,6.6703,525.909,137135
disk1,7.9638,8.03184,0.000440086,0.727989,888.512,182993,6.03261,6.14857,8.03184,888.512,182993
Dir: 320
Finalising parallel run
disk0,7.92738,6.53066,0.000454837,0.791,493.637,131453,4.73693,4.5276,6.53066,493.637,131453
disk1,7.96349,8.0267,0.000440251,0.728635,887.142,182922,6.02654,6.23707,8.0267,887.142,182922
Dir: 322
Finalising parallel run
disk0,7.92765,6.54211,0.000454879,0.791,496.284,131915,4.74524,4.61566,6.54211,496.284,131915
disk1,7.96318,8.01133,0.000440741,0.730573,883.035,182706,6.00834,6.22851,8.01133,883.035,182706
Dir: 324
Finalising parallel run
disk0,7.92864,6.68835,0.000454677,0.791,530.08,137878,4.85131,4.6799,6.68835,530.08,137878
disk1,7.96292,8.00679,0.000440885,0.731144,881.825,182642,6.00298,6.16196,8.00679,881.825,182642
Dir: 326
Finalising parallel run
disk0,7.92807,6.85603,0.000452985,0.791,568.832,144878,4.97294,4.89237,6.85603,568.832,144878
disk1,7.96269,8.02349,0.000440354,0.72904,886.284,182877,6.02274,6.13498,8.02349,886.284,182877
