---code V2.b---
Turbine, Uinf(upstream), Uinf(U_dAv), Cp(U_dAv), Ct(U_dAv), Power(U_dAv), Thrust(U_dAv) , Average Ud, Center  Ud , Uinf(disc cells), Power(disc cells), Thrust(disc cells)
Dir: 328
Finalising parallel run
disk0,7.93119,7.22122,0.000452253,0.777948,663.58,158071,5.28034,5.26086,7.22122,663.58,158071
disk1,7.96251,7.97085,0.000441852,0.73372,871.911,181644,5.96819,6.01847,7.97085,871.911,181644
Dir: 330
Finalising parallel run
disk0,7.93397,7.45483,0.000451271,0.764165,728.503,165479,5.4947,5.54037,7.45483,728.503,165479
disk1,7.96236,7.96628,0.000441968,0.73399,870.639,181502,5.964,6.1161,7.96628,870.639,181502
Dir: 332
Finalising parallel run
disk0,7.93359,7.73512,0.000447165,0.747628,806.399,174301,5.75189,5.81062,7.73512,806.399,174301
disk1,7.96225,7.9587,0.00044216,0.734437,868.534,181267,5.95705,6.05773,7.9587,868.534,181267
Dir: 334
Finalising parallel run
disk0,7.93814,7.8786,0.000444101,0.739162,846.274,178780,5.88355,6.01753,7.8786,846.274,178780
disk1,7.96217,8.00456,0.000440956,0.731425,881.229,182611,6.00034,6.13205,8.00456,881.229,182611
Dir: 336
Finalising parallel run
disk0,7.94141,7.92923,0.000442892,0.736175,860.343,180353,5.93,5.97666,7.92923,860.343,180353
disk1,7.96211,7.96044,0.000442116,0.734334,869.018,181321,5.95864,6.06384,7.96044,869.018,181321
Dir: 338
Finalising parallel run
disk0,7.94623,7.97999,0.000441618,0.73318,874.451,181927,5.97658,6.04773,7.97999,874.451,181927
disk1,7.96207,7.96435,0.000442017,0.734103,870.103,181442,5.96223,6.10683,7.96435,870.103,181442
Dir: 340
Finalising parallel run
disk0,7.94653,7.97206,0.000441821,0.733648,872.247,181681,5.9693,6.06305,7.97206,872.247,181681
disk1,7.96202,7.9518,0.000442333,0.734844,866.617,181054,5.95072,6.02248,7.9518,866.617,181054
Dir: 342
Finalising parallel run
disk0,7.95053,8.02565,0.000440285,0.728768,886.86,182907,6.02529,6.14479,8.02565,886.86,182907
disk1,7.96201,7.98094,0.000441594,0.733125,874.713,181956,5.97745,6.10162,7.98094,874.713,181956
Dir: 344
Finalising parallel run
disk0,7.95085,7.9955,0.000441217,0.732265,878.761,182407,5.99081,5.98343,7.9955,878.761,182407
disk1,7.96198,7.95266,0.000442311,0.734793,866.856,181080,5.95151,5.95283,7.95266,866.856,181080
Dir: 346
Finalising parallel run
disk0,7.95383,8.01068,0.000440762,0.730655,882.862,182697,6.00758,6.10869,8.01068,882.862,182697
disk1,7.96197,7.9753,0.000441738,0.733457,873.146,181782,5.97227,6.0851,7.9753,873.146,181782
Dir: 348
Finalising parallel run
disk0,7.95537,7.99513,0.000441227,0.732287,878.657,182395,5.99047,6.03538,7.99513,878.657,182395
disk1,7.96196,7.94712,0.00044245,0.73512,865.316,180908,5.94642,6.02738,7.94712,865.316,180908
Dir: 350
Finalising parallel run
disk0,7.9553,7.99773,0.000441159,0.732134,879.381,182476,5.99286,6.01037,7.99773,879.381,182476
disk1,7.96193,7.94906,0.000442401,0.735005,865.855,180969,5.9482,6.0216,7.94906,865.855,180969
