-2.7086,1.1105
-2.5906,1.1167
-2.5009,1.1146
-2.4065,1.1146
-2.2932,1.1167
-2.2035,1.1187
-2.1091,1.1187
-2.01,1.1167
-1.9061,1.1167
-1.7976,1.1064
-1.6985,1.0983
-1.6088,1.0676
-1.4861,1.0369
-1.3775,0.98782
-1.2973,0.93874
-1.2076,0.88352
-1.0943,0.81603
-0.99045,0.76081
-0.9102,0.69945
-0.79692,0.65242
-0.71196,0.60947
-0.6034,0.57674
-0.49484,0.54402
-0.40043,0.52766
-0.30131,0.51334
-0.20219,0.50312
-0.093628,0.49903
-0.013386,0.49698
0.095176,0.49698
0.19902,0.50107
0.29814,0.5113
0.42558,0.52971
0.59551,0.56243
0.72767,0.60538
0.77959,0.6381
0.91175,0.68923
0.98727,0.74445
1.1194,0.80171
1.1714,0.86716
1.2799,0.93056
1.3885,0.98782
1.497,1.0349
1.6103,1.0717
1.7094,1.0983
1.8038,1.1085
1.903,1.1167
2.0068,1.1126
2.0965,1.1187
2.2239,1.1126
2.2995,1.1208
2.3939,1.1228
2.4835,1.1187
2.5827,1.1146
2.6818,1.1146
2.7856,1.1085
