-2.6989,1.1212
-2.6002,1.1212
-2.4921,1.1212
-2.3794,1.1212
-2.3042,1.1233
-2.2055,1.1212
-2.1022,1.1192
-2.0082,1.1192
-1.9001,1.1233
-1.8109,1.1253
-1.6887,1.1047
-1.5947,1.0883
-1.4867,1.0533
-1.3739,1.0163
-1.2893,0.97717
-1.2142,0.90927
-1.092,0.81256
-0.99804,0.71585
-0.89467,0.63354
-0.79131,0.57387
-0.70204,0.54506
-0.59397,0.52243
-0.4953,0.51831
-0.38254,0.52243
-0.30267,0.53066
-0.1946,0.53477
-0.07714,0.55329
0.01213,0.55741
0.1108,0.55535
0.17658,0.54095
0.29874,0.53066
0.39271,0.52037
0.52896,0.52448
0.7028,0.53272
0.81557,0.57181
0.90014,0.62737
0.99881,0.70144
1.0975,0.80433
1.229,0.89898
1.276,0.94219
1.3512,0.98952
1.4123,1.0142
1.5109,1.0533
1.5908,1.0842
1.7177,1.1089
1.7928,1.1212
1.9009,1.1192
2.009,1.1253
2.0982,1.1253
2.1922,1.1253
2.305,1.1212
2.3895,1.1192
2.4976,1.1212
2.5869,1.1212
2.6949,1.1212
