y/r
0
0.0444444444444444
0.0888888888888889
0.133333333333333
0.177777777777778
0.222222222222222
0.333333333333333
0.444444444444444
0.555555555555556
0.666666666666667
0.711111111111111
0.755555555555556
0.8
0.844444444444444
0.888888888888889
0.933333333333333
0.977777777777778
1.02222222222222
1.06666666666667
1.11111111111111
1.15555555555556
1.2
1.24444444444444
1.28888888888889
1.33333333333333
1.37777777777778
1.42222222222222
1.46666666666667
1.51111111111111
1.55555555555556
1.66666666666667
1.77777777777778
1.88888888888889
2
2.11111111111111
2.22222222222222
0
-0.0444444444444444
-0.0888888888888889
-0.133333333333333
-0.177777777777778
-0.222222222222222
-0.333333333333333
-0.444444444444444
-0.555555555555556
-0.666666666666667
-0.711111111111111
-0.755555555555556
-0.8
-0.844444444444444
-0.888888888888889
-0.933333333333333
-0.977777777777778
-1.02222222222222
-1.06666666666667
-1.11111111111111
-1.15555555555556
-1.2
-1.24444444444444
-1.28888888888889
-1.33333333333333
-1.37777777777778
-1.42222222222222
-1.46666666666667
-1.51111111111111
-1.55555555555556
-1.6
-1.64444444444444
-1.68888888888889
-1.73333333333333
-1.77777777777778
-1.82222222222222
-1.86666666666667
-1.91111111111111
-1.95555555555556
-2
-2.11111111111111
-2.22222222222222
-2.33333333333333
-2.44444444444444
-2.55555555555556
-2.66666666666667
-2.77777777777778
-2.88888888888889
-3
-3.11111111111111
