y,U_0,U_1,U_2
0,0,0,0
0.0274747474747,2.93147956621,0.00495263972634,0.000247004674665
0.0549494949495,5.20597930141,0.0082344762604,0.000687907170993
0.0824242424242,7.48051860654,0.0115054892745,0.00146944221103
0.109898989899,9.75505791167,0.0147765022886,0.00225097725106
0.137373737374,10.737842597,0.0147936350245,0.00260734810964
0.164848484848,10.7592467015,0.0143170285416,0.00269440154301
0.192323232323,10.7802637739,0.013878162084,0.00276523027912
0.219797979798,10.8012486615,0.0134502066347,0.0028203048818
0.247272727273,10.8222335491,0.0130222511855,0.00287537948447
0.274747474747,10.8174009857,0.0137920307957,0.00289486044011
0.302222222222,10.8124479025,0.0139866581129,0.00265983557655
0.329696969697,10.8075734732,0.014193846833,0.002795498721
0.357171717172,10.8027077371,0.0144024238837,0.00297213161356
0.384646464646,10.7986202394,0.014481062947,0.00321457217838
0.412121212121,10.8006827423,0.0150095766467,0.00330020979094
0.439595959596,10.8042906229,0.0168305361174,0.00368495686673
0.467070707071,10.8084789069,0.0187420697296,0.00354205243354
0.494545454545,10.8126671908,0.0206536033417,0.00339914800034
0.52202020202,10.8185829149,0.0237965412018,0.00361128630123
0.549494949495,10.81037922,0.0242334580968,0.0030557342955
0.57696969697,10.7976923502,0.0239848543321,0.00294837698753
0.604444444444,10.783639166,0.023716265952,0.00330899321812
0.631919191919,10.7695859818,0.023447677572,0.00366960944871
0.659393939394,10.7156808811,0.020424780414,0.00327557658524
0.686868686869,10.5288204541,0.0253552478745,0.00127676096327
0.714343434343,10.3300986035,0.0308734589302,0.0014585527633
0.741818181818,10.1275819919,0.0365797036064,0.00233797446765
0.769292929293,9.92365528234,0.0424138150196,0.00321035172914
0.796767676768,9.53516900808,0.0544636397088,0.00318794683058
0.824242424242,9.1325786547,0.0579132938289,0.00295706817597
0.851717171717,8.71886510075,0.0610702172197,0.00228138429783
0.879191919192,8.3051515468,0.0642271406104,0.00160570041969
0.906666666667,7.89774711443,0.0630166717838,0.000869197991124
0.934141414141,7.51064566072,0.0541657459463,0.00137767662784
0.961616161616,7.17948984353,0.0458422821101,0.00151585245978
0.989090909091,6.85553846444,0.0369714349749,4.65427075532e-05
1.01656565657,6.53158708535,0.0281005878398,-0.00142276704468
1.04404040404,6.28964098561,0.0201268518668,-0.00210485149207
1.07151515152,6.16916928053,0.0158868279084,-0.00166995394414
1.09898989899,6.05827335593,0.0120113653757,-0.00230572503436
1.12646464646,5.9527212954,0.00833513731122,-0.00361638832543
1.15393939394,5.84716923488,0.00465890924674,-0.0049270516165
1.18141414141,5.81733699496,0.00425004762508,-0.00557914882031
1.20888888889,5.80190395565,0.00384360075152,-0.00585158102887
1.23636363636,5.79031050425,0.00334898764236,-0.00651586037809
1.26383838384,5.77914141767,0.0028446300894,-0.00722344805751
1.29131313131,5.76982731829,0.00225429443504,-0.00788035418222
1.31878787879,5.76947061531,0.00147523850484,-0.00785401334221
1.34626262626,5.76947061218,0.000743827159256,-0.00785402478165
1.37373737374,5.76947060587,-0.000268823044029,-0.00785404304392
1.40121212121,5.76947059956,-0.00128147324731,-0.00785406130619
1.42868686869,5.76982729205,-0.00225445456311,-0.00788042822886
1.45616161616,5.78275249791,-0.00276185850561,-0.00759208760265
1.48363636364,5.79617335113,-0.00321449483552,-0.0071143448897
1.51111111111,5.80734242982,-0.00371883076527,-0.00640680221019
1.53858585859,5.81851150851,-0.00422316669503,-0.00569925953069
1.56606060606,5.84900864493,-0.00472756796784,-0.00515965719284
1.59353535354,5.9684322674,-0.0089209611343,-0.00560092723272
1.62101010101,6.07734651136,-0.0127225310709,-0.00471493558151
1.64848484848,6.18289854686,-0.016398747127,-0.00340432029689
1.67595959596,6.28964082018,-0.0201268877378,-0.00210533906322
1.70343434343,6.53607864677,-0.0277593376658,-0.0024255204402
1.73090909091,6.87030228625,-0.0358497031038,-0.0032482401285
1.75838383838,7.19425359775,-0.0447205567488,-0.00177894819691
1.78585858586,7.51820490925,-0.0535914103938,-0.000309656265311
1.81333333333,7.8977466061,-0.0630167164826,0.0008686019712
1.84080808081,8.29696515871,-0.0640117663397,0.00127775079091
1.86828282828,8.70287751666,-0.0606495505963,0.00164146882852
1.89575757576,9.11659106867,-0.0574926499007,0.00231715701593
1.92323232323,9.53030462068,-0.0543357492051,0.00299284520333
1.95070707071,9.92365477898,-0.0424139505755,0.00320974689152
1.97818181818,10.1120858412,-0.0373476856105,0.00518608523448
2.00565656566,10.308571165,-0.0319403272844,0.00541545850765
2.03313131313,10.511087852,-0.0262341141831,0.00453603049307
2.06060606061,10.7136045389,-0.0205279010818,0.00365660247849
2.08808080808,10.7688731222,-0.0234375334373,0.00391304281893
2.11555555556,10.7803390679,-0.0236683043562,0.00443856077743
2.14303030303,10.7941347827,-0.0239331588924,0.00416612121524
2.17050505051,10.8081879919,-0.0242017804703,0.00380548856906
2.19797979798,10.8185828275,-0.0237969449843,0.00361054754102
2.22545454545,10.8130673099,-0.0207164854389,0.00303454113467
2.25292929293,10.8094594056,-0.0188955375311,0.00264978392225
2.2804040404,10.8052711042,-0.0169840207027,0.00279267521433
2.30787878788,10.8010828027,-0.0150725038743,0.00293556650641
2.33535353535,10.7986200507,-0.0144815399786,0.00321377111853
2.36282828283,10.802781473,-0.0144147031104,0.00331995513798
2.3903030303,10.8076932854,-0.0142134798373,0.00336071138567
2.41777777778,10.812558974,-0.0140048916715,0.00318407113303
2.44525252525,10.8174246626,-0.0137963035057,0.0030074308804
2.47272727273,10.8222220318,-0.0130264107517,0.00286912246781
