x,p,k,epsilon
379.189189189,-1.2095658807,0.908486800016,0.00379730351593
381.261261261,-1.17616340064,0.912182880706,0.00384750599432
383.333333333,-1.14119485492,0.918539118386,0.00393029641877
385.405405405,-1.11153870996,0.920588720052,0.00396523549221
387.477477477,-1.08350322512,0.922822240564,0.00400035693084
389.54954955,-1.05466753955,0.926916287396,0.00405511725645
391.621621622,-1.02583185395,0.93101033428,0.00410987758272
393.693693694,-0.996996168336,0.935104381177,0.00416463790917
395.765765766,-0.966019456174,0.94314645844,0.00426584356405
397.837837838,-0.941481244524,0.943517146572,0.00428171111514
399.90990991,-0.91669882429,0.946887855417,0.0043292468628
401.981981982,-0.891634010085,0.951311107774,0.00438804274263
404.054054054,-0.866569195799,0.955734360194,0.00444683862334
406.126126126,-0.841233372905,0.961022753977,0.00451572900839
408.198198198,-0.815434376858,0.969024245937,0.00461669219484
410.27027027,-0.796075116393,0.968139882401,0.00461791043257
412.342342342,-0.774799026383,0.972811677434,0.00468009329755
414.414414414,-0.753522592149,0.977484470202,0.00474228711018
416.486486486,-0.732246157843,0.982157263018,0.00480448092356
418.558558559,-0.710191254469,0.988814824041,0.00489003678195
420.630630631,-0.689234611904,0.99515855546,0.00497295718489
422.702702703,-0.672915244322,0.995238547332,0.00498399388983
424.774774775,-0.654545858505,1.00007624809,0.00504885017683
426.846846847,-0.636176472651,1.00491394888,0.00511370646422
428.918918919,-0.617807086744,1.0097516497,0.00517856275219
430.990990991,-0.597861914299,1.01784592351,0.00528240853553
433.063063063,-0.580971746443,1.02204578302,0.00534104310385
435.135135135,-0.566659389899,1.02323318883,0.00536417349919
437.207207207,-0.5505553783,1.02814952908,0.00543085873909
439.279279279,-0.534451366645,1.03306586936,0.0054975439796
441.351351351,-0.518347354955,1.03798220967,0.00556422922048
443.423423423,-0.499764403152,1.04754609777,0.00568771320321
445.495495495,-0.486711239923,1.04919336207,0.0057159815917
447.567567568,-0.473825018705,1.05159152883,0.00575331277489
449.63963964,-0.459636880256,1.05650169534,0.0058209216773
451.711711712,-0.445448741736,1.06141186189,0.00588853058052
453.783783784,-0.431170950634,1.06647870377,0.00595809570144
455.855855856,-0.413569621038,1.07735370529,0.00610018037862
457.927927928,-0.404218563702,1.07612501437,0.00609258281778
460,-0.392299894751,1.07979732703,0.00614588274675
462.072072072,-0.379750148582,1.08462023063,0.00621346880483
464.144144144,-0.367200402335,1.08944313427,0.00628105486383
466.216216216,-0.353772418071,1.09571938956,0.00636716849782
468.288288288,-0.338765004137,1.10485377799,0.00648985834175
470.36036036,-0.331502543132,1.1027012162,0.00646953173681
472.432432432,-0.320356297735,1.10736158608,0.00653614112463
474.504504505,-0.30921005232,1.11202195597,0.00660275051267
476.576576577,-0.298063806848,1.11668232589,0.00666935990138
478.648648649,-0.285152787601,1.12415723544,0.0067725523766
480.720720721,-0.273301575769,1.13036722746,0.00685947690811
482.792792793,-0.266524911441,1.12940467639,0.00685364745728
484.864864865,-0.256595924209,1.13383503358,0.00691835672159
486.936936937,-0.246666936947,1.13826539079,0.00698306598626
489.009009009,-0.236737949648,1.14269574802,0.00704777525138
491.081081081,-0.224112348202,1.15132709678,0.00716806032715
493.153153153,-0.215329827141,1.15443201722,0.00721525110382
495.225225225,-0.208779514504,1.15467764555,0.00722510112432
497.297297297,-0.199916685635,1.15881990981,0.00728705391694
499.369369369,-0.191053856726,1.16296217409,0.00734900671004
501.441441441,-0.182191027797,1.16710443838,0.00741095950339
503.513513514,-0.169700471478,1.17682167973,0.00754783456406
505.585585586,-0.16384844575,1.1767378702,0.00755269548395
507.657657658,-0.157342485688,1.17817276741,0.0075788030282
509.72972973,-0.149418827638,1.18197934622,0.00763724200053
511.801801802,-0.141495169542,1.18578592505,0.00769568097339
513.873873874,-0.133276984403,1.19004252563,0.00776025192564
515.945945946,-0.121130398957,1.20030151432,0.00790661119055
518.018018018,-0.118019380137,1.19703579321,0.00786796011616
520.09009009,-0.111441973938,1.19960907346,0.00791031666527
522.162162162,-0.10434966715,1.20304337945,0.00796460892648
