z,U_0,U_1,U_2
0,0,0,0
1.40280561122,4.67412827092,-8.05424933875e-06,0.00164656412442
2.80561122244,5.453089041,1.84480530467e-05,0.00356976049649
4.20841683367,5.84576625191,2.31435501394e-06,0.00606622037009
5.61122244489,6.08397703047,-4.91907462941e-05,0.00903550484338
7.01402805611,6.23301051542,-0.000127863961902,0.0122904532253
8.41683366733,6.3161265418,-1.0892257769e-07,0.0164221142584
9.81963927856,6.36254781824,-3.83259100733e-05,0.0205308771952
11.2224448898,6.39557225623,-6.08797740978e-05,0.0244744616816
12.625250501,6.407676964,-4.68891083213e-06,0.028938238604
14.0280561122,6.4119707599,-4.77092257522e-05,0.0332296671411
15.4308617234,6.42030727513,-7.91320657231e-05,0.037001872918
16.8336673347,6.40434901474,-0.000144006970004,0.0419271651982
18.2364729459,6.40407160258,-9.06509818592e-05,0.0456902007545
19.6392785571,6.37118645437,-0.000208620754858,0.0510228964866
21.0420841683,6.35562229651,-5.85664250968e-05,0.0549626160255
22.4448897796,6.30875752036,-0.000153413253579,0.0600813071688
23.8476953908,6.26939620122,-7.83424165219e-06,0.0643393758176
25.250501002,6.21957812016,-1.59631402778e-05,0.0683027332765
26.6533066132,6.15567587909,-0.000334079737413,0.0722892814254
28.0561122244,6.11311782662,-3.00751042718e-05,0.074780815385
29.4589178357,6.02041115928,-0.000176740987303,0.0783998746776
30.8617234469,5.94676227316,-0.000146702464273,0.0806811244387
32.2645290581,5.8954441671,1.13590781286e-06,0.0814952019021
33.6673346693,5.79512039125,-0.000234791097944,0.0830172519467
35.0701402806,5.71946175815,-0.000144616157392,0.0833997766493
36.4729458918,5.67699646085,2.52761787747e-05,0.0825060218111
37.875751503,5.58035929763,-8.36710441254e-05,0.0820681562871
39.2785571142,5.51570701232,-0.0002649332074,0.0806722525797
40.6813627255,5.47128073644,1.57932345122e-05,0.0788294494618
42.0841683367,5.41377164459,9.73513081868e-06,0.0766879937549
43.4869739479,5.35694097021,-0.000193652719501,0.0743140766296
44.8897795591,5.31077153109,-5.25641762176e-05,0.0717723315324
46.2925851703,5.29421455128,9.17530116772e-06,0.0689527412303
47.6953907816,5.24603381184,1.53120607545e-06,0.0660704770441
49.0981963928,5.21438209068,-0.000100222323835,0.0630821756428
50.501002004,5.18648451999,-2.36479034054e-05,0.0600755661423
51.9038076152,5.17982263483,-1.46736431989e-05,0.0570532650544
53.3066132265,5.15476043853,-5.96128746489e-06,0.0539707238447
54.7094188377,5.134160307,-1.3599755991e-05,0.0508922425088
56.1122244489,5.11996205229,-1.30328731429e-05,0.0478253034923
57.5150300601,5.11274509146,-1.69963647395e-05,0.04477699827
58.9178356713,5.11109515844,-3.96967826664e-05,0.0417563684663
60.3206412826,5.09324392219,2.60194558148e-07,0.0387297390601
61.7234468938,5.08813264586,1.66007065979e-05,0.0357271098743
63.126252505,5.08302136928,7.67224942749e-06,0.0327244806357
64.5290581162,5.08479018461,-3.36165966195e-05,0.0297120100463
65.9318637275,5.08758954697,-6.16910868392e-05,0.0267221875069
67.3346693387,5.07816882628,-4.17480865082e-06,0.0238085860047
68.7374749499,5.07884276028,1.50504725e-05,0.0208496973236
70.1402805611,5.08031227371,1.30151824626e-05,0.0178872394381
71.5430861723,5.08394595416,-1.51168583416e-05,0.0149000090005
72.9458917836,5.09631134413,-9.13595309047e-05,0.0118128294847
74.3486973948,5.0955314891,-4.61012739843e-05,0.00890869655597
75.751503006,5.09598696325,-1.17355118317e-06,0.00599955402006
77.1543086172,5.10407227014,-4.75531602509e-06,0.00300837256481
78.5571142285,5.11215757711,-2.35240174028e-06,1.71910649877e-05
79.9599198397,5.12414154205,-2.82324538223e-05,-0.0030480032447
81.3627254509,5.14383055,-0.000112338177586,-0.00625947143118
82.7655310621,5.14942551975,-6.20862329616e-05,-0.00921312928651
84.1683366733,5.15505988032,-6.78067018259e-06,-0.0121614234153
85.5711422846,5.17274422415,-4.29349877792e-05,-0.0153039006256
86.9739478958,5.1904285681,-4.00432567296e-05,-0.0184463778632
88.376753507,5.20811291217,-3.88933440038e-06,-0.0215888551242
89.7795591182,5.23934387119,-7.48369333235e-05,-0.0250382294946
91.1823647295,5.26727153463,-0.000119748328779,-0.028427750016
92.5851703407,5.27982727128,-4.33759856148e-05,-0.031515567469
93.9879759519,5.30203440846,-2.78414923085e-05,-0.0347601205027
95.3907815631,5.33694505669,-9.23839054085e-05,-0.0382109743912
96.7935871743,5.37185570514,-7.68974673409e-05,-0.0416618283078
98.1963927856,5.40676635373,-1.23554660924e-05,-0.0451126822416
99.5991983968,5.46007780611,-5.49806571977e-05,-0.0489169215004
101.002004008,5.517755785,-0.000123036714876,-0.0528050193997
102.404809619,5.54945061971,-6.15847512423e-05,-0.0562546659758
103.80761523,5.58121900102,-1.33901897257e-08,-0.0597047397165
105.210420842,5.64637419946,-7.1973153686e-06,-0.0635546491291
106.613226453,5.7115293979,-1.41879271486e-05,-0.0674045585421
108.016032064,5.77668459669,-7.00434888884e-06,-0.0712544679786
109.418837675,5.84256126051,-6.62443378014e-07,-0.0751108375566
110.821643287,5.94057306881,-3.18099159346e-05,-0.0792549516173
112.224448898,6.03761218565,-6.11454557857e-05,-0.0833921197947
113.627254509,6.10369171307,-3.28093750171e-05,-0.0873082089281
115.03006012,6.16977124048,-4.47329424841e-06,-0.0912242980614
116.432865731,6.26489753651,0.000246219832259,-0.0937308178995
117.835671343,6.36549905973,0.000538826582949,-0.0959716382294
119.238476954,6.46610058293,0.000449676986456,-0.0982124585409
