y,p,k,epsilon
0,0.387637204099,0.443982494395,0.00148639424464
2.5250501002,0.387618385873,0.443977356574,0.00148395768055
5.0501002004,0.387576474822,0.443968067697,0.00148383255769
7.5751503006,0.387534324411,0.443959118408,0.00148370869644
10.1002004008,0.387488693003,0.443947789409,0.00148395905061
12.625250501,0.387414533868,0.44392406559,0.00148515316551
15.1503006012,0.387321943313,0.443906008003,0.00148348077064
17.6753507014,0.387240356082,0.443891891684,0.00148344288263
20.2004008016,0.387158768851,0.443877775364,0.00148340499462
22.7254509018,0.387085689507,0.44386234586,0.00148434852004
25.250501002,0.387008906693,0.443849607529,0.00148434227064
27.7755511022,0.386915110663,0.443842409722,0.00148332067924
30.3006012024,0.386820719526,0.44383627242,0.00148330990108
32.8256513026,0.38672632839,0.443830135117,0.00148329912293
35.3507014028,0.386633022882,0.44382292193,0.00148489147441
37.875751503,0.386514863035,0.4438234384,0.00148369451304
40.4008016032,0.386392295753,0.443823993342,0.0014833179362
42.9258517034,0.386270267694,0.443824183667,0.00148333034532
45.4509018036,0.386148239636,0.443824373993,0.00148334275445
47.9759519038,0.386031420444,0.443821175448,0.00148557106093
50.501002004,0.385880823293,0.443828829935,0.00148338918425
53.0260521042,0.385731644395,0.44383107627,0.00148341020799
55.5511022044,0.385582388612,0.443833333154,0.00148343123145
58.0761523046,0.385433384544,0.443834789285,0.00148379333136
60.6012024048,0.385277416604,0.443834151514,0.00148511727171
63.126252505,0.385095018901,0.443840547039,0.00148350209527
65.6513026052,0.384914367389,0.443842248751,0.00148352238272
68.1763527054,0.384733715878,0.443843950463,0.00148354267018
70.7014028056,0.384553660477,0.443843003447,0.00148451740333
73.2264529058,0.384356549423,0.443843929579,0.00148460892615
75.751503006,0.384141609965,0.443847172764,0.00148360223341
78.2765531062,0.383927657413,0.4438474436,0.00148361872447
80.8016032064,0.383713704861,0.443847714437,0.00148363521553
83.3266533066,0.383499894697,0.443843426443,0.00148521917241
85.8517034068,0.383257906032,0.44384581555,0.00148407809472
88.376753507,0.383007612707,0.443845837179,0.001483680418
90.9018036072,0.382757860971,0.443844701992,0.00148369342762
93.4268537074,0.382508109235,0.443843566805,0.00148370643723
95.9519038076,0.382258073988,0.443836079799,0.00148590035807
98.4769539078,0.381968643352,0.443839735177,0.00148373087615
101.002004008,0.381680826781,0.443837466681,0.00148374175133
103.527054108,0.381393122241,0.44383520617,0.00148375258796
106.052104208,0.38110530715,0.443832031433,0.00148408015529
108.577154309,0.380807052644,0.443825557118,0.00148543600727
111.102204409,0.380476924055,0.443826807671,0.00148378408595
113.627254509,0.380148923656,0.443823676646,0.00148379397216
116.152304609,0.379820923257,0.44382054562,0.00148380385838
118.677354709,0.379492481555,0.443814744446,0.00148474415117
121.20240481,0.379141985835,0.44381064471,0.00148487203629
123.72745491,0.378769760727,0.443809511877,0.00148383340044
126.25250501,0.378398996592,0.443805670469,0.00148384320061
128.77755511,0.378028232457,0.443801829061,0.00148385300079
131.30260521,0.377656606484,0.443793555043,0.00148540690939
133.827655311,0.377250072608,0.443791969563,0.00148430774714
136.352705411,0.376833191532,0.443788579223,0.00148388316397
138.877755511,0.376416928953,0.443784106127,0.00148389343504
141.402805611,0.376000666374,0.443779633031,0.0014839037061
143.927855711,0.375583110054,0.443768932746,0.00148607172776
146.452905812,0.375116502596,0.44376945115,0.00148392503904
148.977955912,0.374651800709,0.443764327587,0.00148393606869
151.503006012,0.374187003471,0.443759248741,0.00148394717432
154.028056112,0.373722030153,0.443753316419,0.00148425142904
156.553106212,0.373243907324,0.443743881579,0.00148565524777
159.078156313,0.372725083664,0.443742510119,0.00148398168574
161.603206413,0.372208363978,0.443736821181,0.0014839938896
164.128256513,0.371691644292,0.443731132243,0.00148400609347
166.653306613,0.371174413025,0.443722774048,0.00148492502256
169.178356713,0.37062929149,0.443715910195,0.00148510301516
171.703406814,0.370055985026,0.443712305109,0.00148404445176
174.228456914,0.369483569333,0.443705984922,0.00148405797776
176.753507014,0.36891115364,0.443699664735,0.00148407150377
179.278557114,0.368338005618,0.443688811892,0.00148560523703
181.803607214,0.367720047171,0.443684520682,0.00148455789448
184.328657315,0.367088172847,0.443678649517,0.00148411449453
186.853707415,0.366455872613,0.443671667141,0.00148412956429
189.378757515,0.36582357238,0.443664684766,0.00148414463406
191.903807615,0.365190524399,0.443651250485,0.00148629329345
194.428857715,0.364493703193,0.443649105775,0.00148417637096
196.953907816,0.363798114279,0.443641352222,0.00148419308711
199.478957916,0.363101295101,0.443633670439,0.00148420994379
202.004008016,0.362404432972,0.443625161195,0.00148449626862
204.529058116,0.361692174751,0.443612667953,0.00148595279725
207.054108216,0.360926178621,0.443608612564,0.00148426274158
209.579158317,0.360159733533,0.443600189772,0.00148428166467
212.104208417,0.359393288445,0.443591766981,0.00148430058777
214.629258517,0.358626931181,0.443580588069,0.00148520236422
217.154308617,0.35782538401,0.443570574306,0.00148543469487
219.679358717,0.356985919195,0.443564124576,0.00148436058179
222.204408818,0.356144239681,0.443554916148,0.00148438189594
224.729458918,0.355302560167,0.443545707721,0.0014844032101
227.254509018,0.354461538016,0.443531745473,0.0014859206729
229.779559118,0.353562232844,0.44352420754,0.00148492955218
232.304609218,0.352643038988,0.443515310931,0.00148447164744
234.829659319,0.351719989437,0.443505270454,0.00148449572989
237.354709419,0.350796939887,0.443495229977,0.00148451981234
239.879759519,0.349875732138,0.443478360631,0.00148665325487
242.404809619,0.348870291702,0.443472930181,0.00148457107926
244.929859719,0.347863450746,0.443461903897,0.00148459816093
247.45490982,0.346852344328,0.443450984483,0.00148462546776
249.97995992,0.345841586374,0.443439253412,0.00148489857961
252.50501002,0.344814653048,0.443422909667,0.00148641271314
255.03006012,0.34371640777,0.443415479314,0.00148471178745
257.55511022,0.342609988302,0.443403635399,0.00148474275151
260.080160321,0.341503568834,0.443391791484,0.00148477371558
262.605210421,0.340398945856,0.443377051584,0.00148566369578
265.130260521,0.339251120673,0.443363080976,0.00148595622102
267.655310621,0.338051899606,0.443353059562,0.0014848728293
270.180360721,0.336842327938,0.443340248808,0.0014849079241
272.705410822,0.33563275627,0.443327438054,0.00148494301889
275.230460922,0.334427477589,0.443309555627,0.00148645024862
277.755511022,0.333147339868,0.443297977894,0.00148552222929
280.280561122,0.331838111625,0.44328532539,0.00148505677664
282.805611222,0.330516963168,0.443271510988,0.00148509670943
285.330661323,0.329195814712,0.443257696586,0.00148513664223
287.855711423,0.327882832005,0.443236535052,0.00148726189252
290.380761523,0.326459673855,0.443227073985,0.00148522268823
292.905811623,0.325028975523,0.443212074651,0.00148526798671
295.430861723,0.323587254198,0.44319722911,0.00148531360589
297.955911824,0.322146670384,0.443181582485,0.00148558140595
300.480961924,0.320693132324,0.443160545631,0.00148716149099
303.006012024,0.319147266799,0.443149057449,0.00148545912085
305.531062124,0.317575439961,0.44313316769,0.00148551136078
308.056112224,0.316003613123,0.443117277932,0.00148556360071
310.581162325,0.314437266697,0.443098304574,0.00148645121985
313.106212425,0.312821526404,0.443079649489,0.00148681419311
315.631262525,0.311137714416,0.443065487191,0.0014857325126
318.156312625,0.309425773326,0.443048561332,0.0014857924556
320.681362725,0.307713832236,0.443031635473,0.00148585239861
323.206412826,0.306013876129,0.443009234693,0.00148736099726
325.731462926,0.304222237672,0.442993063338,0.00148650878078
328.256513026,0.302388495244,0.44297627931,0.00148604887245
330.781563126,0.300526055128,0.442958356352,0.00148611778518
333.306613226,0.298663615012,0.442940433393,0.00148618669791
335.831663327,0.296822415612,0.442914534289,0.00148831770568
338.356713427,0.294843283153,0.442900750694,0.00148633675564
340.881763527,0.29284450745,0.442881703133,0.00148641566309
343.406813627,0.290820951572,0.442862867072,0.00148649503205
345.931863727,0.288799915461,0.442843245389,0.00148677306456
348.456913828,0.286778285295,0.442817360505,0.00148843592333
350.981963928,0.284644582287,0.442801930158,0.00148675014204
353.507014028,0.282450107821,0.442782324883,0.00148684170233
356.032064128,0.280254803166,0.442762725889,0.00148693327649
358.557114228,0.278072069832,0.442739849876,0.00148783707626
361.082164329,0.275842053151,0.442716859785,0.00148829053244
363.607214429,0.273528066113,0.442699271574,0.00148723159281
366.132264529,0.271150642804,0.442679158883,0.00148733743893
368.657314629,0.268773219496,0.442659046191,0.00148744328505
371.182364729,0.266422495329,0.44263308458,0.00148897527959
373.70741483,0.263971948142,0.442613388587,0.00148822249271
376.23246493,0.261463611883,0.442594136518,0.00148779274419
378.75751503,0.258894374063,0.442573911892,0.00148791532609
381.28256513,0.256325136244,0.442553687265,0.00148803790798
383.80761523,0.253801792474,0.442525009711,0.00149020105612
386.332665331,0.251123734434,0.442509036215,0.00148830638653
388.857715431,0.248404948921,0.442489090703,0.00148844809138
391.382765531,0.24563535763,0.442469399458,0.00148859039606
393.907815631,0.242870463763,0.442448982889,0.00148890799785
396.432865731,0.240135910434,0.442421787719,0.00149068532145
398.957915832,0.237286168063,0.44240652002,0.00148904976881
401.482965932,0.234313327596,0.44238839903,0.00148921549921
404.008016032,0.231336736987,0.442370293453,0.00148938126798
406.533066132,0.228385237077,0.442348989941,0.00149033692202
409.058116232,0.225411186883,0.442327654245,0.00149091896567
411.583166333,0.222351009226,0.442314048905,0.00148992380809
414.108216433,0.219163420026,0.442299297112,0.00149011800883
416.633266533,0.215975830827,0.44228454532,0.00149031220958
419.158316633,0.21284065926,0.442264452213,0.00149191171328
421.683366733,0.209628084695,0.442251173517,0.00149130510121
424.208416834,0.206346614826,0.442242844347,0.00149095802444
426.733466934,0.202947984214,0.442234544277,0.00149118792444
429.258517034,0.199549353603,0.442226244208,0.00149141782444
431.783567134,0.1962390435,0.442211388593,0.00149366985306
434.308617234,0.192800927313,0.442210028758,0.00149192159213
436.833667335,0.189291606669,0.442213943035,0.00149219920341
439.358717435,0.18568681977,0.442217798841,0.00149247697656
441.883767535,0.182089708961,0.442221342817,0.00149290701654
444.408817635,0.178586649594,0.442222706328,0.00149487828176
446.933867735,0.175019777662,0.44224122605,0.00149338411267
449.458917836,0.171231733394,0.442268337789,0.00149373363422
451.983967936,0.167433257412,0.4422954042,0.00149408308549
454.509018036,0.163679826737,0.442322843379,0.0014952045893
457.034068136,0.159978019795,0.442357503063,0.00149604143793
459.559118236,0.156234130833,0.442417525153,0.00149527540561
462.084168337,0.152262298133,0.442490234378,0.00149575007694
464.609218437,0.148290465434,0.442562943603,0.00149622474828
467.134268537,0.144410372488,0.442643886905,0.00149810643164
469.659318637,0.140548939487,0.44274118098,0.00149788309577
472.184368737,0.136639442662,0.4428947363,0.00149798779138
474.709418838,0.132530142177,0.443060137136,0.0014987213644
477.234468938,0.128420841693,0.443225537972,0.00149945493741
479.759519038,0.124466648837,0.443426610969,0.00150228807997
482.284569138,0.120522255047,0.443650587811,0.00150121405214
484.809619238,0.116480615793,0.444016171615,0.00150259192274
487.334669339,0.112278601013,0.44437446114,0.00150394061224
489.859719439,0.108087341748,0.444738365099,0.00150543673505
492.384769539,0.104098794982,0.445208161518,0.00150889762023
494.909819639,0.100231594847,0.445776987167,0.00150920748763
497.434869739,0.096039585987,0.44654144533,0.00151215192853
499.95991984,0.0918254101742,0.447304003854,0.00151508632704
502.48496994,0.0876879106142,0.44814026261,0.00151908923606
505.01002004,0.0837794857639,0.449162891857,0.00152368212807
507.53507014,0.0799706761339,0.45051387258,0.00152830600973
510.06012024,0.075799464685,0.452110883537,0.00153540351177
512.585170341,0.0716282532362,0.453707894493,0.00154250101381
515.110220441,0.0675846467804,0.455594231922,0.0015526420737
517.635270541,0.0638072218462,0.45777691577,0.00156245625757
520.160320641,0.0600518837518,0.460843156216,0.00157830765237
522.685370741,0.056006091974,0.464115972998,0.00159603195728
525.210420842,0.0519603001963,0.467388789779,0.00161375626218
527.735470942,0.048150192914,0.471528338119,0.00164002352508
530.260521042,0.0447505428843,0.476090235699,0.00166556897964
532.785571142,0.0407275874443,0.482962553423,0.00171172634426
535.310621242,0.0364820517995,0.48971673655,0.00175672204283
537.835671343,0.0322342158657,0.496570318585,0.00180275327797
540.360721443,0.0280014697021,0.505765330759,0.00187230667527
542.885771543,0.0241288697808,0.517120840037,0.00195860374033
545.410821643,0.0193057191305,0.532775941502,0.00208708614773
547.935871743,0.0144440611055,0.54838754624,0.00221507120113
550.460921844,0.00955779645602,0.565825095261,0.002363826544
552.985971944,0.00479659600668,0.588378407021,0.00256742686558
555.511022044,0.000171154494733,0.620627361891,0.00288295679713
558.036072144,-0.00517645587242,0.66115893269,0.00329677836077
560.561122244,-0.0105240662396,0.701690503489,0.00371059992441
563.086172345,-0.0158253276342,0.750931311354,0.00424434067431
565.611222445,-0.0207240914191,0.810693547182,0.00491083827654
568.136272545,-0.0269806603818,0.882697950859,0.00577677118497
570.661322645,-0.0341684732748,0.958824414841,0.00671046629714
573.186372745,-0.0413562861678,1.03495087882,0.00764416140931
575.711422846,-0.0496119450502,1.11848152888,0.00876137277293
578.236472946,-0.0578209936371,1.21012369737,0.009992765201
580.761523046,-0.0676896034839,1.26637643617,0.0106345529431
583.286573146,-0.0779346630339,1.32243058201,0.0112696231583
585.811623246,-0.0881959551292,1.37714061742,0.0118844889636
588.336673347,-0.0989320740913,1.39215567365,0.0118965475694
590.861723447,-0.109134434689,1.40354854857,0.0118303729899
593.386773547,-0.118503868872,1.39656344801,0.0115379960902
595.911823647,-0.12791737797,1.38946748761,0.0112438207181
598.436873747,-0.136685516339,1.37609303216,0.0108770341599
600.961923848,-0.143862073922,1.34454406393,0.0102769597033
603.486973948,-0.151185289813,1.31359700828,0.00970167785934
606.012024048,-0.158651751677,1.28583027743,0.00922340491691
608.537074148,-0.166118213541,1.25806354659,0.00874513197448
611.062124248,-0.17380492763,1.23565634927,0.00838536950845
613.587174349,-0.182157095788,1.21374155928,0.008060893396
616.112224449,-0.18868643773,1.19667587448,0.00781163064368
618.637274549,-0.194485283489,1.18223509005,0.00760600269573
621.162324649,-0.200284129247,1.16779430563,0.00740037474778
623.687374749,-0.204567028087,1.16247635491,0.00732836086577
626.21242485,-0.209621299746,1.15443040893,0.00722108154929
628.73747495,-0.209741775356,1.1542274068,0.00721836715833
631.26252505,-0.209741776612,1.15422740636,0.00721836714734
633.78757515,-0.20962130353,1.15443040757,0.00722108151603
636.312625251,-0.204567034586,1.1624763527,0.00732836080993
638.837675351,-0.200311772634,1.16772725798,0.0074004931139
641.362725451,-0.194520839659,1.18214884871,0.007606154946
643.887775551,-0.188721995809,1.19658963232,0.00781178287134
646.412825651,-0.182157110419,1.21374155383,0.0080608932499
648.937875752,-0.173804943468,1.23565634303,0.00838536933783
651.462925852,-0.166167067891,1.25756059092,0.00873963129482
653.987975952,-0.158700607326,1.28532732306,0.00921790423826
656.513026052,-0.151234146762,1.3130940552,0.0096961771817
659.038076152,-0.143862094898,1.34454406292,0.010276959538
661.563126253,-0.136685538527,1.37609303418,0.010877034017
664.088176353,-0.128149880544,1.38888275071,0.0112343343765
666.613226453,-0.118736373046,1.3959787179,0.0115285098472
669.138276553,-0.109322865549,1.4030746851,0.011822685318
671.663326653,-0.0989321027957,1.39215570487,0.0118965478644
674.188376754,-0.0881959857043,1.37714065873,0.0118844894302
676.713426854,-0.0782830015303,1.32272423909,0.0112710872792
679.238476954,-0.0680379439684,1.26667009782,0.0106360171359
681.763527054,-0.0578210301775,1.21012375255,0.00999276588672
684.288577154,-0.049611983677,1.11848158345,0.00876137343821
686.813627255,-0.0415645930094,1.03517146317,0.00764591406855
689.338677355,-0.0344482675927,0.959120689973,0.00671282026134
691.863727455,-0.0272604574873,0.882994222271,0.00577912509448
694.388777555,-0.0207241407896,0.810693588545,0.00491083874046
696.913827655,-0.01582538049,0.750931346217,0.00424434105216
699.438877756,-0.0108007113673,0.701334078922,0.0037050547082
701.963927856,-0.00545310430597,0.660802503656,0.00329123309043
704.488977956,-0.000105497244615,0.62027092839,0.00287741147266
707.014028056,0.00479652994503,0.58837842379,0.00256742702227
709.539078156,0.00955772728972,0.565825109245,0.00236382667118
712.064128257,0.0141981162598,0.548109828082,0.00221189566208
714.589178357,0.0190597712772,0.532498221581,0.00208391059103
717.114228457,0.0239214262946,0.51688661508,0.00195592551998
719.639278557,0.0280013884937,0.50576533793,0.00187230673414
722.164328657,0.0322341317469,0.4965703248,0.00180275332789
724.689378758,0.0362629390125,0.489589912987,0.00175548108213
727.214428858,0.040508471686,0.482835729187,0.00171048537759
729.739478958,0.0447504498341,0.476090239859,0.00166556901127
732.264529058,0.0481500967405,0.471528341797,0.00164002355255
734.789579158,0.0518172199772,0.467346117143,0.00161339517688
737.314629259,0.0558050321515,0.464055995601,0.00159552444505
739.839679359,0.0598508209043,0.460783178463,0.00157780013733
742.364729459,0.0638071135239,0.457776917944,0.00156245627298
744.889779559,0.0675845353812,0.455594233807,0.00155264208703
747.414829659,0.0714340161376,0.453677491241,0.00154229225658
749.93987976,0.0756052245693,0.452080480079,0.00153519475319
752.46492986,0.079776433001,0.450483468917,0.0015280972498
754.98997996,0.0837793622314,0.449162892901,0.00152368213583
757.51503006,0.0876877840273,0.448140263505,0.00151908924296
760.04008016,0.0916459994182,0.447288640797,0.00151500511282
762.565130261,0.0958601722364,0.446526082164,0.00151207071374
765.090180361,0.100074345055,0.445763523532,0.00150913631466
767.615230461,0.104098656351,0.445208161992,0.00150889762492
770.140280561,0.108087200119,0.444738365499,0.00150543673942
772.665330661,0.112114958943,0.444367025209,0.00150391086721
775.190380762,0.116316970762,0.44400873563,0.00150256217749
777.715430862,0.120518982581,0.443650446051,0.00150121348777
780.240480962,0.124466495295,0.443426611165,0.00150228808353
782.765531062,0.128321161411,0.443223226193,0.00149944789037
785.290581162,0.132383306485,0.443056729976,0.00149871097689
787.815631263,0.136492604046,0.442891329112,0.00149797740378
790.340681363,0.140548774188,0.442741181057,0.00149788309896
792.865731463,0.144410204242,0.442643886962,0.00149810643478
795.390781563,0.148159835461,0.442561506289,0.00149622140888
797.915831663,0.152131665276,0.442488797048,0.00149574673751
800.440881764,0.15610349509,0.442416087807,0.00149527206614
802.965931864,0.159977839951,0.442357503057,0.00149604144093
805.490981964,0.16367964399,0.442322843361,0.00149520459229
808.016032064,0.167318022792,0.44229490425,0.00149408231323
810.541082164,0.171116495929,0.442267837829,0.00149373286195
813.066132265,0.174914969066,0.442240771408,0.00149338341067
815.591182365,0.17858645541,0.44222270627,0.00149487828469
818.116232465,0.182089511933,0.442221342752,0.00149290701946
820.641282565,0.185585910078,0.442217737085,0.00149247715023
823.166332665,0.189190694174,0.442213881272,0.00149219937707
825.691382766,0.192795478271,0.44221002546,0.00149192160391
828.216432866,0.196238835209,0.442211388499,0.00149366985594
830.741482966,0.199492614627,0.442226334531,0.00149141816162
833.266533066,0.202860205606,0.442234684242,0.00149118844517
835.791583166,0.20625883346,0.442242984306,0.00149095854516
838.316633267,0.209627865317,0.442251173401,0.00149130510406
840.841683367,0.212840437108,0.44226445209,0.00149191171613
843.366733467,0.215899948166,0.44228477543,0.00149031284905
845.891783567,0.219087534657,0.442299527218,0.0014901186483
848.416833667,0.222275121149,0.442314279006,0.00148992444754
850.941883768,0.225410953844,0.442327654102,0.00149091896849
853.466933868,0.228385001323,0.442348989794,0.00149033692484
855.991983968,0.231271505097,0.442370560406,0.00148938193567
858.517034068,0.234248093049,0.442388665979,0.0014892161669
861.042084168,0.237224681001,0.442406771553,0.00148905039813
863.567134269,0.240135664003,0.442421787554,0.00149068532425
866.092184369,0.242870214685,0.442448982719,0.00148890800065
868.617234469,0.245579578193,0.442469677183,0.00148859105444
871.142284569,0.248349166884,0.442489368424,0.00148844874975
873.667334669,0.251118755574,0.442509059664,0.00148830644507
876.19238477,0.253801532955,0.442525009524,0.0014902010589
878.71743487,0.256295964053,0.442553855885,0.00148803829664
881.24248497,0.258846915711,0.442574187269,0.00148791595879
883.76753507,0.261416150989,0.442594411892,0.00148779337689
886.29258517,0.263971678405,0.442613388383,0.00148822249547
888.817635271,0.266422223041,0.442633084372,0.00148897528234
891.342685371,0.26873303869,0.442659312487,0.00148744388472
893.867735471,0.271110459521,0.442679425175,0.00148733803859
896.392785571,0.273487880353,0.442699537862,0.00148723219246
898.917835671,0.275841770907,0.442716859562,0.00148829053518
901.442885772,0.278071785119,0.442739849649,0.001487837079
903.967935872,0.280220944155,0.442762979649,0.00148693383988
906.492985972,0.282416246398,0.442782578639,0.00148684226571
909.018036072,0.284611548641,0.442802177629,0.00148675069155
911.543086172,0.286777990895,0.442817360263,0.00148843592605
914.068136273,0.288799618666,0.442843245143,0.00148677306727
916.593186373,0.290792556679,0.442863106622,0.00148649555803
919.118236473,0.292816110215,0.442881942679,0.00148641618906
921.643286573,0.294839663752,0.442900778736,0.00148633682009
924.168336673,0.296822109426,0.442914534028,0.00148831770837
926.693386774,0.298649752673,0.442940563505,0.00148618698224
929.218436874,0.30050236002,0.442958581021,0.00148611827378
931.743486974,0.302364797868,0.442976503975,0.00148604936105
934.268537074,0.304221922366,0.442993063063,0.00148650878345
936.793587174,0.306013558554,0.443009234414,0.00148736099993
939.318637275,0.307694163603,0.443031845183,0.00148585285057
941.843687375,0.309406102501,0.443048771039,0.00148579290756
944.368737475,0.311118041398,0.443065696894,0.00148573296455
946.893787575,0.312821200016,0.443079649196,0.00148681419576
949.418837675,0.314436938135,0.443098304278,0.00148645122249
951.943887776,0.315987375558,0.443117472953,0.00148556401697
954.468937876,0.317559200281,0.443133362709,0.00148551177704
956.993987976,0.319131025004,0.443149252464,0.0014854595371
959.519038076,0.320692795267,0.443160545322,0.00148716149362
962.044088176,0.322146331238,0.443181582174,0.00148558140859
964.569138277,0.323573929786,0.443197409938,0.00148531398624
967.094188377,0.325015649075,0.443212255476,0.00148526836706
969.619238477,0.326457368364,0.443227101014,0.00148522274788
972.144288577,0.327882484696,0.443236534729,0.00148726189514
974.669338677,0.329189720176,0.443257787876,0.00148513682645
977.194388778,0.330506101826,0.443271678259,0.00148509704426
979.719438878,0.331827248326,0.443285492659,0.00148505711146
982.244488978,0.33314698469,0.44329797756,0.0014855222319
984.769539078,0.334427120462,0.44330955529,0.00148645025122
987.294589178,0.335623969977,0.443327592424,0.00148494331847
989.819639279,0.33683353977,0.443340403176,0.00148490822368
