y,U_0,U_1,U_2
0,7.9994015519,0,0
2.5250501002,8.00314266923,1.47441677009e-08,-7.24575703094e-05
5.0501002004,8.00619099579,3.17986238855e-06,-0.000153048139358
7.5751503006,8.00923781039,6.3574225329e-06,-0.000233824777148
10.1002004008,8.01220729653,1.01291209518e-05,-0.00031435892288
12.625250501,8.01488431452,1.73343007446e-05,-0.00039360405091
15.1503006012,8.0178100124,2.44605929199e-05,-0.000474413304165
17.6753507014,8.02030315134,3.16752191543e-05,-0.000558136128432
20.2004008016,8.02279629027,3.88898453888e-05,-0.000641858952699
22.7254509018,8.02510246633,4.63746972402e-05,-0.000723783451463
25.250501002,8.02742214903,5.42050518209e-05,-0.000803270748318
27.7755511022,8.02969263376,6.2001961267e-05,-0.000883058430695
30.3006012024,8.0317178241,6.99203509802e-05,-0.000963090142825
32.8256513026,8.03374301444,7.78387406934e-05,-0.00104312185495
35.3507014028,8.03546110464,8.61002984142e-05,-0.00111859000036
37.875751503,8.03744910617,9.44156638749e-05,-0.00119204073442
40.4008016032,8.03913509793,0.000102132547572,-0.00126388020599
42.9258517034,8.04073359685,0.000109816228909,-0.00133548170681
45.4509018036,8.04233209576,0.000117499910245,-0.00140708320763
47.9759519038,8.04350817019,0.000124657851187,-0.00147110563624
50.501002004,8.0451737102,0.000131479015803,-0.00153462289398
53.0260521042,8.04640251931,0.00013780806906,-0.00159533563406
55.5511022044,8.04762948081,0.000144171455671,-0.00165605815541
58.0761523046,8.04879297096,0.000150421166875,-0.00171555788445
60.6012024048,8.04969930377,0.000155897049584,-0.0017675427712
63.126252505,8.0509117757,0.000160981031478,-0.00181897762399
65.6513026052,8.05183045039,0.000165788894375,-0.00186820897857
68.1763527054,8.05274912509,0.000170596757273,-0.00191744033315
70.7014028056,8.0534976342,0.000175038524481,-0.00196342051475
73.2264529058,8.05426547001,0.000178736256233,-0.00200449499215
75.751503006,8.05510851405,0.000182071534931,-0.00204418203599
78.2765531062,8.05578326461,0.000185316881483,-0.00208257209119
80.8016032064,8.05645801517,0.000188562228035,-0.00212096214639
83.3266533066,8.05686855866,0.000191309403835,-0.00215463935656
85.8517034068,8.05756858542,0.000193435933191,-0.00218588236024
88.376753507,8.05812249787,0.000195352630476,-0.00221525810867
90.9018036072,8.05861295676,0.0001972730636,-0.00224415309395
93.4268537074,8.05910341566,0.000199193496724,-0.00227304807922
95.9519038076,8.05924847127,0.000200661376521,-0.00229649793056
98.4769539078,8.05991375967,0.000201466468153,-0.00231923759189
101.002004008,8.0602722924,0.000202359215502,-0.00234029868437
103.527054108,8.0606296814,0.000203259971232,-0.00236130661272
106.052104208,8.0609399138,0.000204137338833,-0.00238169200775
108.577154309,8.06106725473,0.000204668727425,-0.00239780088515
111.102204409,8.06155576669,0.000204657918964,-0.00241345197349
113.627254509,8.06182142187,0.000204845376754,-0.00242815930583
116.152304609,8.06208707705,0.000205032834543,-0.00244286663816
118.677354709,8.06222177431,0.000205270955372,-0.00245620877807
121.20240481,8.06242775236,0.000205106346098,-0.00246707502984
123.72745491,8.06276899572,0.00020464583219,-0.00247730078664
126.25250501,8.06297458839,0.000204369712794,-0.00248711933113
128.77755511,8.06318018106,0.000204093593397,-0.00249693787563
131.30260521,8.06317851811,0.000204069842483,-0.00250516105573
133.827655311,8.06349009085,0.000203311502846,-0.00251189442992
136.352705411,8.06371395565,0.000202649279494,-0.00251812272651
138.877755511,8.06388272713,0.000202084553275,-0.00252422679867
141.402805611,8.06405149861,0.000201519827057,-0.00253033087084
143.927855711,8.06394139244,0.000201489121077,-0.00253498241237
146.452905812,8.06435526819,0.000200206082772,-0.00253845587998
148.977955912,8.0645040379,0.000199450885777,-0.00254180655009
151.503006012,8.06465244986,0.000198698721563,-0.00254512803446
154.028056112,8.06476404112,0.000198036677122,-0.00254833623043
156.553106212,8.06473331226,0.00019769837424,-0.00255043266344
159.078156313,8.06507771978,0.000196332741337,-0.00255164061862
161.603206413,8.0652171084,0.000195434026749,-0.00255289256167
164.128256513,8.06535649702,0.000194535312161,-0.00255414450472
166.653306613,8.06538433103,0.000193952123919,-0.0025552469043
169.178356713,8.06549980648,0.00019310054139,-0.00255543254595
171.703406814,8.06576718264,0.000191730410621,-0.00255504709696
174.228456914,8.06590519452,0.000190683308739,-0.00255475964151
176.753507014,8.06604320639,0.000189636206857,-0.00255447218606
179.278557114,8.06599688077,0.000189158907047,-0.00255418749015
181.803607214,8.06626387791,0.000187687221777,-0.00255279076019
184.328657315,8.06646068726,0.00018631254588,-0.00255129051574
186.853707415,8.06660241621,0.000185088844893,-0.00254984769768
189.378757515,8.06674414516,0.000183865143906,-0.00254840487962
191.903807615,8.06662971193,0.000183480822456,-0.00254722818695
194.428857715,8.06703323263,0.000181323664723,-0.00254451533213
196.953907816,8.06718212894,0.000179877482241,-0.00254219766768
199.478957916,8.06733095816,0.0001784355303,-0.00253987072707
202.004008016,8.0674476496,0.000177103522496,-0.00253760139294
204.529058116,8.06742680912,0.000176215424391,-0.00253543436437
207.054108216,8.06778890445,0.000173878432025,-0.00253204758098
209.579158317,8.06794709891,0.000172171763466,-0.00252902250004
212.104208417,8.06810529338,0.000170465094907,-0.00252599741909
214.629258517,8.06815866239,0.000169130668371,-0.00252321726976
217.154308617,8.06829714773,0.000167403753412,-0.00252004209381
219.679358717,8.06859681192,0.000164949090068,-0.0025161962603
222.204408818,8.06876591735,0.000162931303938,-0.00251259573832
224.729458918,8.06893502278,0.000160913517809,-0.00250899521634
227.254509018,8.06892700774,0.000159548252799,-0.00250587745976
