-25 -24 -23 -22 -21 -20 -19 -18 -17 -16 -15 -14 -13 -12 -11 -10 -9 -8 -7 -6 -5 -4 -3 -2 -1 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334
0.92505164486641511 0.89649034060587685 0.98493934110907222 0.91405551883056047 0.89430677099647526 0.94164057859004857 0.90541471297940712 0.92776523903649366 0.92175326010543102 0.88849416154665639 0.94311059489504712 0.7747817654046526 0.86768256465066385 0.78162481258410577 0.79875284776757793 0.76132774284850446 0.77486801502185298 0.60950626243048212 0.651500161365974 0.68778087123408504 0.52595484523256586 0.48089114241558117 0.38815650399781942 0.47485427951454584 0.44911141807125088 0.45724903972124037 0.45707360552504378 0.54529262251735644 0.49500268867031488 0.55112349412548101 0.59654176097024514 0.61141537792760092 0.65401284353453848 0.6557135889508543 0.71662459560332781 0.75254355892664992 0.68010329318887608 0.92310743044976429 0.77464283735398642 0.77822035284391711 0.83691927322167925 0.76571996672410203 0.93343998128340921 0.9556895993664215 1.0286997137889236 1.0349040086881651 1.0238917347702658 0.99383116305345098 0.89955504087929727 0.92812370655113219 0.98664681945538335 1.0229647205864147 0.96435326651021025 0.94543779623543567 0.97671557434537737 0.87211507837096824 1.001963920218425 0.9988105974988406 0.99235339664749478 0.92946865878546725 0.80010829602951294 0.91432558227176342 0.85704883698038847 0.97141062073272555 0.91825540061415867 0.89169935360538211 0.89888678676077627 0.86965833711044804 0.95914090065217139 0.79426857384796912 0.81707492999083242 0.79574688566262308 0.734498335927807 0.73992205140135014 0.73791814301447334 0.68448071161523594 0.72695580824828243 0.65339845721551182 0.70776206767846939 0.67692284605623709 0.72637116184677752 0.70974934381837218 0.75848017994069061 0.6816859349864538 0.74232584126287215 0.72994038700398689 0.67069806070453841 0.78591948452511728 0.82379835872308482 0.91089064815301601 0.93678992347309953 1.0097646613209244 1.0238127892022162 0.86790858589690489 0.87719524106259028 0.84751295864568477 0.96198625687273742 0.95698545153953252 1.0635137370888876 0.89973108389853496 0.95726745385710366 1.014105158694802 0.94445192397598687 1.0335457452573629 1.2531331346075794 1.0457242098001571 1.0268228630236864 0.8811453479596425 -17.644390720191968 1.0222118215485267 1.0637417114559911 0.94322303353009596 0.99054957277187561 0.95474831251187708 1.0092923699268199 0.98031875082594866 0.95540754930909633 0.97745543248170907 0.96111584056196631 1.0520007387717898 0.92587160420924008 0.93526377418308315 0.96861680004309414 1.0115823839324085 1.0082809414013656 1.0616907682068069 1.0172638127276732 0.99479826515840886 0.95630747439653518 1.0189049404598967 1.1000022017628086 0.93164238060995974 1.0452031584255936 1.0667401877574689 1.0141403930242823 1.0721308719066671 0.96061179438733457 1.0510435557962339 1.0108435580992852 0.97061728802148162 0.95124036593495331 1.0555663000652087 0.97848930722677629 1.1007800065562316 0.99787969041572155 1.0791049291302341 1.0535878695040441 1.0124646998556495 1.047915635364838 0.95377658126267173 1.039861286025928 1.07168546616051 1.1399245929525044 0.98940153311853118 0.90496921886867188 0.88192097331600916 0.7251845402823458 0.84011399907987405 0.79710998487988405 0.65580781386834108 0.63794805717611447 0.64707870836872217 0.51594533304323953 0.44773825102196757 0.42765254829727062 0.48540635233014479 0.41174026448415119 0.49692586045270543 0.35072009116829234 0.37969868076332186 0.42249467759848069 0.42123079665327912 0.5318601407014979 0.53729473001873262 0.60465129372032467 0.80438198406453854 0.77348888573341945 0.63674688356187581 0.62846172626113028 0.76896973967886673 0.76251287586520256 1.1835882682145984 1.179371972288846 0.75350607671847314 1.1791081105477168 0.61002231400811779 1.7196957486271676 1.4748267165639284 1.9949961072617672 1.8995380071584345 2.094609881195769 2.110343162227085 1.9074151745938857 2.237358519145995 2.5087166357056692 2.4631178405186023 1.9891998556896304 2.423502763704231 2.4446105781405758 2.0371063176598434 2.2017502815925263 2.0181700174502737 1.8386048505653101 1.7163841795321855 1.7405732055474383 1.4871010528808197 1.5546935215925684 1.3757455723270127 1.4012026162642068 1.3821520535994523 1.2243514364909807 1.1081216319554943 1.107836028244205 1.1671042553066806 0.9979846653172586 1.1276829449011314 1.0085185135643631 1.1093469709611126 1.1813164391098545 1.1540704214307951 1.0738810399970953 1.0309110458881687 1.0414521571328823 1.1944027035973508 1.0776280847628157 1.1039962177290261 1.0488187909291715 1.1274300748392236 1.2055632187714098 1.1410076812127297 0.23583903433994108 1.0811084027001423 1.3211045659642586 1.0854631095991909 1.1443262329127049 1.175193524640026 1.312336748452801 1.2547337788055792 1.2511981906345526 1.3464563003314836 1.1696139385884301 1.2375351358302356 1.636699743470416 1.6121651108996118 1.9165120484037292 1.7850352644525922 1.8151651083037743 1.5659872469748803 1.6779457421001094 1.8844974924156792 1.7113205155526523 1.9002161424321677 1.8531425039410396 1.6647082899874464 1.4890259877208507 1.5051157187741426 1.451324933837818 1.1898788304190717 1.2895952530200474 1.1506681558512533 1.0679016631826994 1.0791606976252976 1.0945580052390962 1.0964881406448346 1.0236321254638987 1.0020757174348838 1.0047049802971821 0.99732256685231357 0.9606824899858325 0.98299774948305063 1.0040190895418428 0.99082453201258303 0.99841662590993596 0.9649575011606869 0.99407119097743468 1.0208296581860261 0.98370108141677848 1.0412728692436892 1.0123628324700447 0.99227118318625573 0.95990282044727426 1.0244640878224331 1.0309688938077803 0.96751288568930327 1.0303755825005039 1.0086133180810561 0.9936388933821525 0.98968329439559044 0.99714899620341502 0.93260472533509753 0.97957544581098333 0.98547211337877327 1.0404640841759738 0.99774024006358719 0.99759413378033401 1.0509831828142642 0.99836690941028516 1.0058982449231377 0.99788821718950815 1.0237232997607086 1.0488896488556749 1.0167522310592396 0.94595044374798432 1.0412572755834251 0.91062650519095956 0.90135098053034379 0.92909686353341137 0.97617695929936288 0.93365718100669781 0.95752733710205018 0.88632022786522302 0.92917711246624002 0.89106484445191592 0.88892474416241829 0.99043782271463521 1.0011799527692804 0.90957523606532609 0.94722672528989404 0.89195253833676347 0.95035158392155572 0.95734230595141911 0.98021782970870042 0.85281661826095634 1.0084749797891557 0.97189745057427479 0.9441476147217468 1.045260481159447 1.0194942171016605 0.9504894011513455 0.84949557910561291 0.93934682505433231 0.97403680804357051 0.9859831163698457 0.87561763985030117 0.93851884570145638 0.91294887956339432 0.90198514674223784 0.82898829831786069 0.98423272434916653 0.90959310364930512 0.87479031878052838 0.83276768534160284 0.75566329460304504 0.76067861747251653 0.81759076481987392 0.63195635822544749 0.64485878549535069 0.64333175818810329 0.53898996940137378 0.58821688760443869 0.65761407913982539 0.72673645151778365 0.70266570773742965 0.684705926474797 0.68927418850484312 0.72073629211916856 0.8311124459347049 0.89853709159913664 0.93174901709951119 0.8891651486341251
