"nut","k","p","epsilon","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0015188,0.055572,0.33026,0.17919,9.0448,0.021,0.0022052,1,0.8432,8.55,0.8432,0.817
0.0017231,0.062821,0.32929,0.20001,8.6318,0.021643,0.0019629,1,0.8704,8.55,0.8704,0.817
0.0019275,0.070069,0.32832,0.22084,8.2188,0.022286,0.0017207,1,0.8976,8.55,0.8976,0.817
0.0019728,0.068701,0.32775,0.21154,7.8779,0.020337,0.0012687,1,0.9248,8.55,0.9248,0.817
0.0019355,0.062955,0.32739,0.18698,7.5729,0.017082,0.00071214,1,0.952,8.55,0.952,0.817
0.0018982,0.057209,0.32703,0.16242,7.2679,0.013828,0.00015558,1,0.9792,8.55,0.9792,0.817
0.0018608,0.051463,0.32667,0.13787,6.963,0.010573,-0.00040099,1,1.0064,8.55,1.0064,0.817
0.0018235,0.045717,0.3263,0.11331,6.658,0.0073187,-0.00095755,1,1.0336,8.55,1.0336,0.817
0.0018563,0.039137,0.32626,0.091784,6.6141,0.0068474,-0.0014806,1,1.0608,8.55,1.0608,0.817
0.0018933,0.032401,0.32624,0.070392,6.5972,0.0066584,-0.002,1,1.088,8.55,1.088,0.817
0.0019304,0.025664,0.32623,0.049001,6.5803,0.0064694,-0.0025194,1,1.1152,8.55,1.1152,0.817
0.0019675,0.018928,0.32621,0.027609,6.5634,0.0062804,-0.0030388,1,1.1424,8.55,1.1424,0.817
0.0020263,0.013111,0.32619,0.0091164,6.549,0.0059551,-0.0035315,1,1.1696,8.55,1.1696,0.817
0.0022151,0.012807,0.32612,0.0080143,6.5493,0.0048123,-0.0038638,1,1.1968,8.55,1.1968,0.817
0.002404,0.012503,0.32604,0.0069122,6.5496,0.0036694,-0.0041961,1,1.224,8.55,1.224,0.817
0.0025928,0.012198,0.32597,0.0058101,6.5499,0.0025266,-0.0045285,1,1.2512,8.55,1.2512,0.817
0.0027817,0.011894,0.3259,0.0047079,6.5502,0.0013838,-0.0048608,1,1.2784,8.55,1.2784,0.817
0.0028982,0.011708,0.32585,0.0040363,6.5503,0.00057256,-0.0050668,1,1.3056,8.55,1.3056,0.817
0.0028982,0.011708,0.32586,0.0040363,6.5503,0.00028894,-0.0050664,1,1.3328,8.55,1.3328,0.817
0.0028982,0.011708,0.32587,0.0040363,6.5503,5.3256e-06,-0.005066,1,1.36,8.55,1.36,0.817
0.0028982,0.011708,0.32588,0.0040363,6.5503,-0.00027829,-0.0050656,1,1.3872,8.55,1.3872,0.817
0.0028982,0.011708,0.32589,0.0040363,6.5503,-0.00056191,-0.0050652,1,1.4144,8.55,1.4144,0.817
0.0027817,0.011894,0.32594,0.004708,6.5501,-0.0013792,-0.0048587,1,1.4416,8.55,1.4416,0.817
0.0025928,0.012198,0.32603,0.0058101,6.5499,-0.0025228,-0.0045256,1,1.4688,8.55,1.4688,0.817
0.002404,0.012503,0.32611,0.0069122,6.5496,-0.0036664,-0.0041925,1,1.496,8.55,1.496,0.817
0.0022151,0.012807,0.3262,0.0080144,6.5493,-0.00481,-0.0038594,1,1.5232,8.55,1.5232,0.817
0.0020263,0.013111,0.32628,0.0091165,6.549,-0.0059536,-0.0035263,1,1.5504,8.55,1.5504,0.817
0.0019648,0.018866,0.32632,0.027441,6.563,-0.0062702,-0.003033,1,1.5776,8.55,1.5776,0.817
0.0019277,0.025602,0.32634,0.048832,6.5799,-0.0064601,-0.0025129,1,1.6048,8.55,1.6048,0.817
0.0018906,0.032339,0.32636,0.070223,6.5968,-0.0066499,-0.0019929,1,1.632,8.55,1.632,0.817
0.0018535,0.039075,0.32638,0.091615,6.6137,-0.0068398,-0.0014729,1,1.6592,8.55,1.6592,0.817
0.0018227,0.0457,0.32643,0.11326,6.658,-0.0073195,-0.00094928,1,1.6864,8.55,1.6864,0.817
0.0018587,0.051417,0.32679,0.13773,6.9629,-0.01057,-0.00039262,1,1.7136,8.55,1.7136,0.817
0.001896,0.057163,0.32715,0.16229,7.2679,-0.013825,0.00016389,1,1.7408,8.55,1.7408,0.817
0.0019333,0.062909,0.32751,0.18685,7.5728,-0.017079,0.00072041,1,1.768,8.55,1.768,0.817
0.0019707,0.068655,0.32787,0.21141,7.8778,-0.020334,0.0012769,1,1.7952,8.55,1.7952,0.817
0.0019292,0.070128,0.32843,0.221,8.2192,-0.022295,0.0017278,1,1.8224,8.55,1.8224,0.817
0.0017249,0.062879,0.32939,0.20018,8.6322,-0.021651,0.0019694,1,1.8496,8.55,1.8496,0.817
0.0015206,0.055631,0.33035,0.17936,9.0452,-0.021007,0.0022111,1,1.8768,8.55,1.8768,0.817
0.0013163,0.048382,0.33131,0.15853,9.4582,-0.020363,0.0024528,1,1.904,8.55,1.904,0.817
0.0011119,0.041133,0.33228,0.13771,9.8713,-0.019719,0.0026945,1,1.9312,8.55,1.9312,0.817
0.00097182,0.034085,0.33292,0.11409,10.119,-0.018102,0.002785,1,1.9584,8.55,1.9584,0.817
0.00087748,0.027104,0.33332,0.088136,10.242,-0.015758,0.002762,1,1.9856,8.55,1.9856,0.817
0.00078314,0.020123,0.33372,0.062178,10.366,-0.013413,0.002739,1,2.0128,8.55,2.0128,0.817
0.00068879,0.013142,0.33411,0.03622,10.489,-0.011069,0.002716,1,2.04,8.55,2.04,0.817
0.00059445,0.0061612,0.33451,0.010262,10.613,-0.0087246,0.0026931,1,2.0672,8.55,2.0672,0.817
0.00072106,0.004417,0.33506,0.0045023,10.633,-0.0091176,0.0026739,1,2.0944,8.55,2.0944,0.817
0.00089921,0.0039034,0.33565,0.0034925,10.629,-0.010151,0.0026553,1,2.1216,8.55,2.1216,0.817
0.0010773,0.0033898,0.33624,0.0024826,10.625,-0.011184,0.0026367,1,2.1488,8.55,2.1488,0.817
0.0012555,0.0028761,0.33683,0.0014728,10.621,-0.012218,0.0026182,1,2.176,8.55,2.176,0.817
0.001429,0.0023826,0.3374,0.00050778,10.617,-0.013166,0.0025984,1,2.2032,8.55,2.2032,0.817
0.0015051,0.0022915,0.33764,0.00043897,10.615,-0.012409,0.0025554,1,2.2304,8.55,2.2304,0.817
0.0015796,0.0022008,0.33788,0.00037045,10.613,-0.011655,0.0025125,1,2.2576,8.55,2.2576,0.817
0.0016541,0.0021101,0.33812,0.00030193,10.612,-0.0109,0.0024696,1,2.2848,8.55,2.2848,0.817
0.0017286,0.0020193,0.33836,0.00023342,10.61,-0.010146,0.0024266,1,2.312,8.55,2.312,0.817
0.0017293,0.0020418,0.33874,0.00034711,10.612,-0.0096248,0.0023923,1,2.3392,8.55,2.3392,0.817
0.001547,0.0023724,0.33945,0.00096437,10.623,-0.0096819,0.0023795,1,2.3664,8.55,2.3664,0.817
0.0013648,0.0027031,0.34017,0.0015816,10.634,-0.0097389,0.0023668,1,2.3936,8.55,2.3936,0.817
0.0011825,0.0030337,0.34089,0.0021989,10.645,-0.009796,0.002354,1,2.4208,8.55,2.4208,0.817
0.0010003,0.0033643,0.34161,0.0028161,10.656,-0.0098531,0.0023412,1,2.448,8.55,2.448,0.817
0.001062,0.0085694,0.34199,0.01285,10.641,-0.010439,0.0023036,1,2.4752,8.55,2.4752,0.817
0.0013537,0.018407,0.34205,0.032018,10.603,-0.011509,0.0022433,1,2.5024,8.55,2.5024,0.817
0.0016454,0.028245,0.34212,0.051185,10.565,-0.012578,0.002183,1,2.5296,8.55,2.5296,0.817
0.0019371,0.038083,0.34219,0.070353,10.527,-0.013648,0.0021227,1,2.5568,8.55,2.5568,0.817
0.0022288,0.047921,0.34225,0.08952,10.489,-0.014718,0.0020624,1,2.584,8.55,2.584,0.817
0.0020087,0.057488,0.34184,0.10822,8.8032,-0.012575,0.0017204,1,2.6112,8.55,2.6112,0.817
0.0016287,0.06697,0.34128,0.12677,6.6025,-0.0094285,0.0012904,1,2.6384,8.55,2.6384,0.817
0.0012488,0.076452,0.34071,0.14533,4.4017,-0.0062816,0.00086035,1,2.6656,8.55,2.6656,0.817
0.0008688,0.085933,0.34015,0.16388,2.2009,-0.0031347,0.00043032,1,2.6928,8.55,2.6928,0.817
0.00049085,0.095316,0.3396,0.18214,0,0,0,1,2.72,8.55,2.72,0.817
