"nut":
"k": turbulencia
"p": presion
"epsilon"
"U:0" = U_x (paralelo al viento)
"U:1" = U_y
"U:2" = U_z
"Points:0" = coordenada_x
"Points:1" = coordenada_y
"Points:2" = coordenada_z (vale siempre lo mismo ya estos son datos para un plano en z)

"nut","k","p","epsilon","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.0057383,0.10474,0.030248,0.17314,10.369,0.022061,0.0026934,10.891,0.64762,0.817
0.018487,0.38745,0.0292,0.73421,9.6955,0.033666,0.0021718,10.891,0.77714,0.817
0.028396,0.61166,0.023191,1.1861,8.7633,0.043145,0.00099152,10.891,0.90667,0.817
0.026864,0.54385,0.019419,0.99452,7.8675,0.036745,-0.0011905,10.891,1.0362,0.817
0.017464,0.30868,0.013567,0.49696,7.1035,0.020562,-0.0039979,10.891,1.1657,0.817
0.0094952,0.13099,0.013722,0.16743,6.6804,0.0048601,-0.0060862,10.891,1.2952,0.817
0.0033741,0.093899,0.048849,0.23824,10.35,0.019736,0.0018251,10.761,0.12952,0.817
0.00064969,0.17614,0.045471,0.4575,0,0,0,10.761,0,0.817
0.00072155,0.0069402,0.046295,0.0097678,10.696,0.014626,0.0021452,10.761,0.25905,0.817
0.0010683,0.0022887,0.044394,0.00046877,10.582,0.016519,0.0022244,10.761,0.38857,0.817
0.0011506,0.007728,0.04361,0.0082213,10.572,0.017808,0.0024811,10.761,0.5181,0.817
0.0055938,0.10284,0.043448,0.17127,10.373,0.021915,0.0026813,10.761,0.64762,0.817
0.018303,0.38764,0.042691,0.74242,9.6974,0.033443,0.0021612,10.761,0.77714,0.817
0.028246,0.61489,0.039059,1.205,8.7538,0.043008,0.00098108,10.761,0.90667,0.817
0.026523,0.54183,0.037285,1.0001,7.8468,0.036404,-0.0012088,10.761,1.0362,0.817
0.016957,0.30118,0.031465,0.48759,7.0801,0.020154,-0.004038,10.761,1.1657,0.817
0.0091171,0.12476,0.030549,0.15869,6.664,0.0047113,-0.0061384,10.761,1.2952,0.817
0.0033206,0.091094,0.062108,0.22782,10.355,0.019498,0.0018119,10.631,0.12952,0.817
0.00064107,0.17106,0.057919,0.43783,0,0,0,10.631,0,0.817
0.0007319,0.0066687,0.060192,0.0091666,10.692,0.014409,0.0021312,10.631,0.25905,0.817
0.0011046,0.0022767,0.058088,0.00044573,10.58,0.016368,0.0022092,10.631,0.38857,0.817
0.0011488,0.0074542,0.057169,0.0078649,10.572,0.017713,0.0024677,10.631,0.5181,0.817
0.0054503,0.10092,0.056934,0.16932,10.376,0.021729,0.002666,10.631,0.64762,0.817
0.018118,0.3878,0.056068,0.75073,9.6995,0.033431,0.0021426,10.631,0.77714,0.817
0.028095,0.61811,0.052461,1.2243,8.7435,0.043239,0.00095636,10.631,0.90667,0.817
0.026175,0.53961,0.050602,1.0054,7.824,0.036252,-0.0012388,10.631,1.0362,0.817
0.016453,0.29357,0.044602,0.47784,7.0547,0.019656,-0.0040853,10.631,1.1657,0.817
0.00876,0.11874,0.043702,0.15015,6.6464,0.0044592,-0.0061959,10.631,1.2952,0.817
0.0032672,0.088314,0.074479,0.21763,10.36,0.019251,0.0017975,10.502,0.12952,0.817
0.00063235,0.166,0.069595,0.41856,0,0,0,10.502,0,0.817
0.00074377,0.0064081,0.073263,0.0085959,10.688,0.014191,0.0021155,10.502,0.25905,0.817
0.0011423,0.0022653,0.071141,0.00042407,10.578,0.016221,0.0021921,10.502,0.38857,0.817
0.0011482,0.0071915,0.070143,0.0075181,10.571,0.017634,0.0024524,10.502,0.5181,0.817
0.0053076,0.098981,0.06989,0.1673,10.38,0.021545,0.0026495,10.502,0.64762,0.817
0.017932,0.38792,0.069074,0.75907,9.7016,0.033383,0.0021254,10.502,0.77714,0.817
0.02794,0.62125,0.065788,1.2436,8.7332,0.04341,0.00093522,10.502,0.90667,0.817
0.025819,0.53713,0.064123,1.0102,7.8015,0.036032,-0.0012626,10.502,1.0362,0.817
0.015952,0.28586,0.058182,0.4677,7.0302,0.019139,-0.004125,10.502,1.1657,0.817
0.0084246,0.11295,0.057342,0.14184,6.6301,0.0042226,-0.0062451,10.502,1.2952,0.817
0.0032136,0.08556,0.086458,0.20767,10.365,0.019081,0.0017827,10.372,0.12952,0.817
0.00062355,0.16097,0.081309,0.39969,0,0,0,10.372,0,0.817
0.0007572,0.0061581,0.085566,0.0080545,10.684,0.014012,0.002099,10.372,0.25905,0.817
0.0011814,0.0022544,0.08348,0.00040371,10.577,0.016071,0.0021739,10.372,0.38857,0.817
0.0011488,0.0069397,0.082481,0.007181,10.571,0.017552,0.0024358,10.372,0.5181,0.817
0.005166,0.097022,0.082358,0.16521,10.384,0.021362,0.0026317,10.372,0.64762,0.817
0.017744,0.38798,0.081571,0.76747,9.704,0.033371,0.0021076,10.372,0.77714,0.817
0.027782,0.62433,0.078365,1.2631,8.7228,0.043639,0.00091386,10.372,0.90667,0.817
0.025456,0.5344,0.076654,1.0146,7.7784,0.035829,-0.0012831,10.372,1.0362,0.817
0.015457,0.27806,0.070719,0.45719,7.0058,0.018615,-0.004158,10.372,1.1657,0.817
0.0081113,0.1074,0.069998,0.13378,6.6144,0.0039823,-0.0062853,10.372,1.2952,0.817
0.0031601,0.082834,0.097914,0.19796,10.37,0.018926,0.0017685,10.242,0.12952,0.817
0.00061466,0.15598,0.092622,0.38126,0,0,0,10.242,0,0.817
0.00077224,0.0059177,0.097244,0.0075398,10.679,0.013846,0.002083,10.242,0.25905,0.817
0.0012219,0.002244,0.095209,0.00038457,10.576,0.015925,0.0021556,10.242,0.38857,0.817
0.0011506,0.0066986,0.094226,0.0068537,10.57,0.017481,0.0024187,10.242,0.5181,0.817
0.0050255,0.095043,0.094258,0.16303,10.388,0.021184,0.002613,10.242,0.64762,0.817
0.017556,0.388,0.093514,0.77591,9.7065,0.033367,0.0020897,10.242,0.77714,0.817
0.02762,0.62733,0.090406,1.2827,8.7123,0.043874,0.00089278,10.242,0.90667,0.817
0.025086,0.53142,0.088655,1.0184,7.755,0.035606,-0.0013003,10.242,1.0362,0.817
0.014966,0.27019,0.082758,0.44632,6.9816,0.018082,-0.0041852,10.242,1.1657,0.817
0.0078205,0.10209,0.08216,0.12598,6.5995,0.0037469,-0.0063172,10.242,1.2952,0.817
0.0031065,0.080139,0.10888,0.18849,10.375,0.01879,0.0017554,10.113,0.12952,0.817
0.00060569,0.15104,0.10353,0.36328,0,0,0,10.113,0,0.817
0.00078897,0.0056865,0.10836,0.0070504,10.675,0.013694,0.0020679,10.113,0.25905,0.817
0.001264,0.0022341,0.10637,0.00036657,10.574,0.015783,0.0021383,10.113,0.38857,0.817
0.0011536,0.0064681,0.1054,0.0065363,10.57,0.017418,0.0024021,10.113,0.5181,0.817
0.0048861,0.093046,0.10559,0.16078,10.393,0.021012,0.002594,10.113,0.64762,0.817
0.017365,0.38797,0.10487,0.78439,9.7092,0.033376,0.0020712,10.113,0.77714,0.817
0.027455,0.63023,0.10183,1.3024,8.7017,0.044124,0.0008701,10.113,0.90667,0.817
0.024709,0.52818,0.10001,1.0218,7.7313,0.03537,-0.0013171,10.113,1.0362,0.817
0.014482,0.26226,0.09416,0.43512,6.9576,0.017543,-0.0042098,10.113,1.1657,0.817
0.0075524,0.097023,0.093695,0.11846,6.5854,0.0035166,-0.0063437,10.113,1.2952,0.817
0.003053,0.077477,0.11934,0.17928,10.38,0.018661,0.0017436,9.9831,0.12952,0.817
0.00059666,0.14614,0.11397,0.34576,0,0,0,9.9831,0,0.817
0.00080746,0.0054642,0.11893,0.0065853,10.671,0.013551,0.0020542,9.9831,0.25905,0.817
0.0013077,0.0022246,0.11698,0.00034965,10.573,0.015644,0.0021226,9.9831,0.38857,0.817
0.0011577,0.0062482,0.11602,0.0062287,10.569,0.017365,0.0023868,9.9831,0.5181,0.817
0.0047479,0.091032,0.11635,0.15844,10.397,0.020843,0.0025754,9.9831,0.64762,0.817
0.017174,0.38789,0.11563,0.79289,9.712,0.033394,0.0020525,9.9831,0.77714,0.817
0.027286,0.63302,0.11263,1.3222,8.6909,0.044383,0.00084507,9.9831,0.90667,0.817
0.024325,0.52467,0.11073,1.0245,7.7072,0.035117,-0.0013357,9.9831,1.0362,0.817
0.014004,0.25429,0.10494,0.42359,6.934,0.017,-0.0042351,9.9831,1.1657,0.817
0.0073073,0.092208,0.10462,0.11122,6.572,0.0032943,-0.0063687,9.9831,1.2952,0.817
0.0029995,0.07485,0.12927,0.17033,10.385,0.018538,0.0017326,9.8535,0.12952,0.817
0.00058755,0.1413,0.12393,0.32872,0,0,0,9.8535,0,0.817
0.00082778,0.0052505,0.12896,0.0061436,10.667,0.013416,0.0020418,9.8535,0.25905,0.817
0.0013529,0.0022155,0.12705,0.00033375,10.572,0.015507,0.0021084,9.8535,0.38857,0.817
0.0011628,0.0060386,0.12608,0.0059311,10.569,0.017319,0.0023732,9.8535,0.5181,0.817
0.0046111,0.089001,0.12654,0.15603,10.401,0.020675,0.0025578,9.8535,0.64762,0.817
0.016981,0.38775,0.12578,0.8014,9.7149,0.033419,0.0020341,9.8535,0.77714,0.817
0.027113,0.63569,0.12279,1.3419,8.6799,0.04465,0.00081772,9.8535,0.90667,0.817
0.023935,0.52089,0.12078,1.0267,7.6827,0.034845,-0.0013568,9.8535,1.0362,0.817
0.013535,0.24628,0.11506,0.41176,6.9106,0.016454,-0.0042628,9.8535,1.1657,0.817
0.0070852,0.087645,0.1149,0.10428,6.5594,0.0030826,-0.0063946,9.8535,1.2952,0.817
0.0029462,0.07226,0.13867,0.16164,10.389,0.018417,0.0017223,9.7238,0.12952,0.817
0.00057839,0.13651,0.13337,0.31216,0,0,0,9.7238,0,0.817
0.00085001,0.0050452,0.13845,0.0057244,10.663,0.013288,0.0020301,9.7238,0.25905,0.817
0.0013998,0.0022068,0.13657,0.00031881,10.57,0.015371,0.0020954,9.7238,0.38857,0.817
0.0011691,0.0058392,0.13557,0.0056435,10.569,0.017279,0.0023609,9.7238,0.5181,0.817
0.0044756,0.086954,0.13615,0.15353,10.406,0.020507,0.0025414,9.7238,0.64762,0.817
0.016788,0.38754,0.13533,0.80992,9.7181,0.03345,0.0020167,9.7238,0.77714,0.817
0.026936,0.63822,0.13232,1.3615,8.6688,0.044922,0.00078896,9.7238,0.90667,0.817
0.023537,0.51683,0.13017,1.0283,7.6578,0.034552,-0.0013797,9.7238,1.0362,0.817
0.013074,0.23825,0.12454,0.39966,6.8876,0.015905,-0.0042925,9.7238,1.1657,0.817
0.0068862,0.083331,0.12453,0.097636,6.5475,0.0028831,-0.0064216,9.7238,1.2952,0.817
0.0028929,0.069709,0.14752,0.15323,10.394,0.018297,0.0017122,9.5942,0.12952,0.817
0.00056917,0.13179,0.14229,0.29611,0,0,0,9.5942,0,0.817
0.00087421,0.004848,0.14737,0.005327,10.659,0.013164,0.0020187,9.5942,0.25905,0.817
0.0014485,0.0021985,0.1455,0.00030478,10.569,0.015234,0.0020831,9.5942,0.38857,0.817
0.0011763,0.0056499,0.14447,0.005366,10.568,0.017246,0.0023495,9.5942,0.5181,0.817
0.0043417,0.084893,0.14517,0.15096,10.41,0.020339,0.0025259,9.5942,0.64762,0.817
0.016592,0.38727,0.14428,0.81841,9.7214,0.033486,0.0020006,9.5942,0.77714,0.817
0.026753,0.64058,0.14124,1.381,8.6575,0.045196,0.00075985,9.5942,0.90667,0.817
0.023134,0.51249,0.13895,1.0292,7.6326,0.034236,-0.0014028,9.5942,1.0362,0.817
0.012622,0.23022,0.13339,0.38729,6.8649,0.015356,-0.004322,9.5942,1.1657,0.817
0.0067103,0.079264,0.13353,0.091292,6.5364,0.0026964,-0.006448,9.5942,1.2952,0.817
0.0028398,0.0672,0.15582,0.14509,10.399,0.018175,0.0017023,9.4645,0.12952,0.817
0.0005599,0.12713,0.15068,0.28056,0,0,0,9.4645,0,0.817
0.00090045,0.0046589,0.15572,0.0049506,10.655,0.013044,0.0020073,9.4645,0.25905,0.817
0.0014988,0.0021906,0.15385,0.00029162,10.568,0.015097,0.0020708,9.4645,0.38857,0.817
0.0011844,0.0054703,0.15278,0.0050984,10.568,0.017218,0.0023383,9.4645,0.5181,0.817
0.0042092,0.082818,0.1536,0.1483,10.415,0.020168,0.0025108,9.4645,0.64762,0.817
0.016396,0.38694,0.15265,0.82688,9.7248,0.033527,0.0019859,9.4645,0.77714,0.817
0.026565,0.64276,0.14958,1.4003,8.6459,0.045474,0.00073105,9.4645,0.90667,0.817
0.022724,0.50787,0.14712,1.0295,7.607,0.033895,-0.0014243,9.4645,1.0362,0.817
0.01218,0.22219,0.14166,0.37468,6.8426,0.014805,-0.0043489,9.4645,1.1657,0.817
0.0065574,0.075442,0.14194,0.085248,6.5259,0.0025224,-0.0064711,9.4645,1.2952,0.817
0.0027869,0.064733,0.16356,0.13722,10.403,0.018051,0.0016925,9.3349,0.12952,0.817
0.00055059,0.12255,0.15852,0.26553,0,0,0,9.3349,0,0.817
0.0009288,0.0044775,0.16349,0.0045945,10.651,0.012928,0.0019957,9.3349,0.25905,0.817
0.001551,0.002183,0.16161,0.00027928,10.567,0.014958,0.0020583,9.3349,0.38857,0.817
0.0011935,0.0053004,0.1605,0.0048409,10.568,0.017196,0.0023269,9.3349,0.5181,0.817
0.0040784,0.080731,0.16144,0.14556,10.419,0.019997,0.0024957,9.3349,0.64762,0.817
0.016198,0.38652,0.16043,0.83529,9.7284,0.033575,0.001972,9.3349,0.77714,0.817
0.026371,0.64473,0.15732,1.4193,8.6341,0.045753,0.00070258,9.3349,0.90667,0.817
0.022309,0.50296,0.15473,1.029,7.5811,0.033529,-0.0014436,9.3349,1.0362,0.817
0.011749,0.21418,0.14936,0.36186,6.8206,0.014255,-0.0043713,9.3349,1.1657,0.817
0.0064277,0.07186,0.14977,0.079506,6.5162,0.0023611,-0.0064887,9.3349,1.2952,0.817
0.0027343,0.062312,0.17072,0.12963,10.408,0.017923,0.0016831,9.2052,0.12952,0.817
0.00054125,0.11804,0.16581,0.25101,0,0,0,9.2052,0,0.817
0.00095933,0.0043039,0.17069,0.0042581,10.648,0.012813,0.0019841,9.2052,0.25905,0.817
0.0016049,0.0021758,0.16879,0.00026771,10.566,0.014816,0.0020458,9.2052,0.38857,0.817
0.0012034,0.0051399,0.16764,0.0045933,10.567,0.017179,0.0023153,9.2052,0.5181,0.817
0.0039493,0.078632,0.1687,0.14274,10.424,0.019825,0.0024803,9.2052,0.64762,0.817
0.015999,0.38603,0.16763,0.84362,9.7322,0.033629,0.0019587,9.2052,0.77714,0.817
0.026171,0.64647,0.16449,1.438,8.6221,0.046035,0.000674,9.2052,0.90667,0.817
0.021889,0.49776,0.16175,1.0277,7.5547,0.033139,-0.001461,9.2052,1.0362,0.817
0.011331,0.2062,0.1565,0.34886,6.7991,0.013706,-0.004389,9.2052,1.1657,0.817
0.0063209,0.068515,0.15703,0.074064,6.5071,0.002213,-0.0065003,9.2052,1.2952,0.817
0.0026819,0.059937,0.17731,0.12233,10.412,0.017791,0.001674,9.0756,0.12952,0.817
0.00053187,0.11361,0.17254,0.23701,0,0,0,9.0756,0,0.817
0.00099209,0.0041376,0.17733,0.0039405,10.644,0.012701,0.0019727,9.0756,0.25905,0.817
0.0016606,0.002169,0.1754,0.00025688,10.566,0.014672,0.0020335,9.0756,0.38857,0.817
0.0012142,0.0049886,0.17421,0.0043558,10.567,0.017167,0.0023037,9.0756,0.5181,0.817
0.0038221,0.076522,0.1754,0.13984,10.429,0.01965,0.0024648,9.0756,0.64762,0.817
0.015799,0.38544,0.17426,0.85185,9.7361,0.03369,0.0019456,9.0756,0.77714,0.817
0.025964,0.64794,0.17106,1.4561,8.6098,0.046318,0.00064485,9.0756,0.90667,0.817
0.021463,0.49226,0.16817,1.0257,7.5281,0.032722,-0.0014771,9.0756,1.0362,0.817
0.010924,0.19828,0.16304,0.3357,6.778,0.013159,-0.0044027,9.0756,1.1657,0.817
0.0062372,0.0654,0.1637,0.068919,6.4987,0.002079,-0.0065066,9.0756,1.2952,0.817
0.0026299,0.05761,0.18332,0.1153,10.417,0.017655,0.0016655,8.9459,0.12952,0.817
0.00052247,0.10926,0.1787,0.22354,0,0,0,8.9459,0,0.817
0.0010271,0.0039787,0.18339,0.0036412,10.64,0.012591,0.0019618,8.9459,0.25905,0.817
0.0017182,0.0021625,0.18145,0.00024675,10.565,0.014526,0.0020217,8.9459,0.38857,0.817
0.0012258,0.0048462,0.18021,0.0041283,10.567,0.017161,0.0022926,8.9459,0.5181,0.817
0.0036967,0.074404,0.18152,0.13685,10.434,0.019474,0.0024495,8.9459,0.64762,0.817
0.015597,0.38477,0.18031,0.85995,9.7402,0.033758,0.001933,8.9459,0.77714,0.817
0.02575,0.64913,0.17703,1.4738,8.5973,0.046602,0.00061497,8.9459,0.90667,0.817
0.021033,0.48647,0.17399,1.0227,7.5011,0.032277,-0.0014927,8.9459,1.0362,0.817
0.010532,0.19042,0.16899,0.32242,6.7574,0.012616,-0.0044131,8.9459,1.1657,0.817
0.0061763,0.062509,0.16977,0.064066,6.4909,0.0019602,-0.0065087,8.9459,1.2952,0.817
0.0025782,0.055333,0.18874,0.10855,10.421,0.017514,0.0016578,8.8163,0.12952,0.817
0.00051306,0.105,0.18428,0.21058,0,0,0,8.8163,0,0.817
0.0010645,0.0038269,0.18887,0.0033594,10.636,0.012484,0.0019515,8.8163,0.25905,0.817
0.0017776,0.0021563,0.18693,0.00023728,10.564,0.014378,0.0020108,8.8163,0.38857,0.817
0.0012382,0.0047125,0.18565,0.0039106,10.567,0.01716,0.0022821,8.8163,0.5181,0.817
0.0035732,0.072277,0.18707,0.13378,10.438,0.019294,0.0024347,8.8163,0.64762,0.817
0.015393,0.38399,0.18577,0.86788,9.7445,0.033831,0.0019211,8.8163,0.77714,0.817
0.025527,0.65001,0.1824,1.4907,8.5844,0.046884,0.00058458,8.8163,0.90667,0.817
0.020598,0.48037,0.1792,1.0189,7.4737,0.031805,-0.0015079,8.8163,1.0362,0.817
0.010154,0.18265,0.17432,0.30904,6.7373,0.012078,-0.0044205,8.8163,1.1657,0.817
0.0061383,0.059833,0.17522,0.0595,6.4837,0.0018573,-0.0065072,8.8163,1.2952,0.817
0.002527,0.053106,0.19359,0.10207,10.425,0.017368,0.0016509,8.6866,0.12952,0.817
0.00050363,0.10082,0.1893,0.19815,0,0,0,8.6866,0,0.817
0.0011041,0.0036821,0.19377,0.0030944,10.632,0.012381,0.0019422,8.6866,0.25905,0.817
0.0018387,0.0021505,0.19182,0.00022843,10.563,0.014226,0.002001,8.6866,0.38857,0.817
0.0012512,0.0045874,0.19049,0.0037029,10.567,0.017163,0.0022726,8.6866,0.5181,0.817
0.0034519,0.070144,0.19202,0.13063,10.443,0.01911,0.0024207,8.6866,0.64762,0.817
0.015189,0.3831,0.19065,0.87561,9.7489,0.03391,0.0019102,8.6866,0.77714,0.817
0.025297,0.65053,0.18715,1.5068,8.5713,0.047163,0.0005541,8.6866,0.90667,0.817
0.02016,0.47397,0.18378,1.0141,7.4461,0.031303,-0.0015223,8.6866,1.0362,0.817
0.0097925,0.17497,0.17904,0.2956,6.7177,0.011543,-0.0044244,8.6866,1.1657,0.817
0.0061231,0.057366,0.18004,0.055213,6.4772,0.0017707,-0.0065019,8.6866,1.2952,0.817
0.0024762,0.050932,0.19785,0.09587,10.43,0.017217,0.0016453,8.557,0.12952,0.817
0.0004942,0.096741,0.19376,0.18624,0,0,0,8.557,0,0.817
0.0011461,0.003544,0.1981,0.0028456,10.629,0.01228,0.0019339,8.557,0.25905,0.817
0.0019016,0.0021451,0.19611,0.00022018,10.563,0.014072,0.0019924,8.557,0.38857,0.817
0.0012649,0.0044704,0.19474,0.003505,10.567,0.017169,0.0022641,8.557,0.5181,0.817
0.0033326,0.068005,0.19637,0.1274,10.448,0.018923,0.0024077,8.557,0.64762,0.817
0.014982,0.38209,0.19491,0.8831,9.7534,0.033994,0.0019004,8.557,0.77714,0.817
0.025057,0.65068,0.19128,1.522,8.5577,0.047439,0.00052393,8.557,0.90667,0.817
0.019719,0.46727,0.18775,1.0084,7.4181,0.03077,-0.0015354,8.557,1.0362,0.817
0.0094472,0.1674,0.18314,0.28213,6.6986,0.011014,-0.004424,8.557,1.1657,0.817
0.0061305,0.055097,0.18423,0.051197,6.4712,0.0017001,-0.006492,8.557,1.2952,0.817
0.002426,0.04881,0.20154,0.089941,10.434,0.017058,0.0016412,8.4273,0.12952,0.817
0.00048477,0.09275,0.19767,0.17483,0,0,0,8.4273,0,0.817
0.0011905,0.0034126,0.20184,0.0026123,10.625,0.01218,0.001927,8.4273,0.25905,0.817
0.0019662,0.00214,0.19982,0.00021249,10.562,0.013913,0.0019853,8.4273,0.38857,0.817
0.0012793,0.0043614,0.19838,0.0033169,10.566,0.017179,0.0022569,8.4273,0.5181,0.817
0.0032156,0.065863,0.2001,0.12408,10.453,0.018731,0.0023957,8.4273,0.64762,0.817
0.014774,0.38095,0.19855,0.89029,9.7582,0.034083,0.0018918,8.4273,0.77714,0.817
0.024808,0.65041,0.19477,1.5362,8.5439,0.047711,0.00049441,8.4273,0.90667,0.817
0.019276,0.46026,0.19107,1.0016,7.3899,0.030207,-0.0015468,8.4273,1.0362,0.817
0.0091195,0.15996,0.18661,0.26867,6.6802,0.01049,-0.0044185,8.4273,1.1657,0.817
0.0061606,0.053018,0.18778,0.047442,6.4658,0.0016454,-0.0064769,8.4273,1.2952,0.817
0.0023763,0.046743,0.20467,0.08428,10.438,0.016891,0.0016391,8.2977,0.12952,0.817
0.00047535,0.088855,0.20105,0.16394,0,0,0,8.2977,0,0.817
0.001237,0.0032876,0.20501,0.0023937,10.621,0.012082,0.0019218,8.2977,0.25905,0.817
0.0020324,0.0021352,0.20294,0.00020533,10.562,0.013748,0.00198,8.2977,0.38857,0.817
0.0012943,0.0042601,0.20142,0.0031384,10.566,0.017191,0.0022511,8.2977,0.5181,0.817
0.0031009,0.063718,0.20322,0.12069,10.458,0.018532,0.0023851,8.2977,0.64762,0.817
0.014565,0.37967,0.20158,0.89714,9.7631,0.034176,0.0018846,8.2977,0.77714,0.817
0.024549,0.64969,0.1976,1.5491,8.5296,0.047976,0.00046589,8.2977,0.90667,0.817
0.01883,0.45293,0.19374,0.99368,7.3614,0.029612,-0.0015563,8.2977,1.0362,0.817
0.0088105,0.15265,0.18942,0.25524,6.6623,0.0099723,-0.0044076,8.2977,1.1657,0.817
0.0062133,0.051118,0.19067,0.04394,6.4609,0.0016065,-0.006456,8.2977,1.2952,0.817
0.0023273,0.04473,0.20725,0.078882,10.442,0.016715,0.0016392,8.168,0.12952,0.817
0.00046594,0.085057,0.20389,0.15354,0,0,0,8.168,0,0.817
0.0012858,0.0031688,0.20762,0.0021894,10.618,0.011983,0.0019188,8.168,0.25905,0.817
0.0021001,0.0021308,0.20549,0.00019867,10.561,0.013577,0.0019769,8.168,0.38857,0.817
0.0013098,0.0041663,0.20388,0.0029696,10.566,0.017203,0.0022474,8.168,0.5181,0.817
0.0029886,0.061572,0.20573,0.11721,10.464,0.018327,0.0023763,8.168,0.64762,0.817
0.014353,0.37824,0.20397,0.90358,9.7682,0.034271,0.0018793,8.168,0.77714,0.817
0.024279,0.64848,0.19976,1.5607,8.515,0.048234,0.00043892,8.168,0.90667,0.817
0.018382,0.4453,0.19574,0.98464,7.3326,0.028985,-0.0015634,8.168,1.0362,0.817
0.0085213,0.14551,0.19157,0.24189,6.6451,0.0094597,-0.004391,8.168,1.1657,0.817
0.0062886,0.049388,0.19288,0.040679,6.4566,0.0015831,-0.0064293,8.168,1.2952,0.817
0.0062886,0.049388,0.19288,0.040679,6.4566,-0.0015829,-0.0064292,8.168,1.4248,0.817
0.0062133,0.051118,0.19067,0.04394,6.4609,-0.0016061,-0.006456,8.2977,1.4248,0.817
0.0022789,0.042772,0.20928,0.073743,10.446,0.016528,0.0016423,8.0384,0.12952,0.817
0.00045656,0.081358,0.20623,0.14364,0,0,0,8.0384,0,0.817
0.0013367,0.0030561,0.20969,0.0019986,10.614,0.011884,0.0019185,8.0384,0.25905,0.817
0.0021691,0.0021267,0.20748,0.00019249,10.561,0.013397,0.0019767,8.0384,0.38857,0.817
0.0013258,0.0040796,0.20576,0.0028102,10.566,0.017213,0.0022462,8.0384,0.5181,0.817
0.0028788,0.059427,0.20764,0.11366,10.469,0.018112,0.0023701,8.0384,0.64762,0.817
0.01414,0.37664,0.20574,0.90955,9.7735,0.034366,0.0018763,8.0384,0.77714,0.817
0.023998,0.64674,0.20125,1.5708,8.5,0.04848,0.00041428,8.0384,0.90667,0.817
0.017934,0.43734,0.19705,0.9744,7.3036,0.028325,-0.0015677,8.0384,1.0362,0.817
0.008253,0.13853,0.19302,0.22866,6.6285,0.0089523,-0.0043681,8.0384,1.1657,0.817
0.0063864,0.047816,0.19438,0.037647,6.4527,0.0015746,-0.0063964,8.0384,1.2952,0.817
0.0063864,0.047816,0.19438,0.037647,6.4527,-0.0015745,-0.0063963,8.0384,1.4248,0.817
0.0022313,0.04087,0.2108,0.068857,10.45,0.016329,0.0016489,7.9087,0.12952,0.817
0.0004472,0.07776,0.20808,0.13421,0,0,0,7.9087,0,0.817
0.0013896,0.0029492,0.21122,0.0018206,10.611,0.011784,0.0019216,7.9087,0.25905,0.817
0.0022392,0.002123,0.20893,0.00018675,10.561,0.013208,0.0019799,7.9087,0.38857,0.817
0.0013424,0.0039997,0.20706,0.0026603,10.567,0.017218,0.0022482,7.9087,0.5181,0.817
0.0027715,0.057285,0.20893,0.11004,10.474,0.017886,0.0023669,7.9087,0.64762,0.817
0.013925,0.37485,0.20687,0.91497,9.7789,0.034458,0.0018763,7.9087,0.77714,0.817
0.023705,0.64444,0.20205,1.5792,8.4845,0.048712,0.00039287,7.9087,0.90667,0.817
0.017485,0.42908,0.19766,0.96291,7.2744,0.02763,-0.0015682,7.9087,1.0362,0.817
0.0080067,0.13174,0.19377,0.21556,6.6126,0.008449,-0.0043384,7.9087,1.1657,0.817
0.0065069,0.046393,0.19514,0.034835,6.4493,0.00158,-0.0063566,7.9087,1.2952,0.817
0.0065069,0.046393,0.19515,0.034835,6.4493,-0.0015795,-0.0063565,7.9087,1.4248,0.817
0.0021846,0.039024,0.21182,0.06422,10.454,0.016115,0.0016599,7.7791,0.12952,0.817
0.00043787,0.074263,0.20947,0.12526,0,0,0,7.7791,0,0.817
0.0014442,0.0028481,0.21224,0.0016549,10.607,0.01168,0.0019288,7.7791,0.25905,0.817
0.0023101,0.0021197,0.20984,0.00018144,10.56,0.013007,0.0019874,7.7791,0.38857,0.817
0.0013593,0.0039265,0.20779,0.0025196,10.567,0.017216,0.0022541,7.7791,0.5181,0.817
0.0026668,0.055147,0.20961,0.10634,10.479,0.017645,0.0023677,7.7791,0.64762,0.817
0.013708,0.37287,0.20735,0.91976,9.7845,0.034543,0.0018799,7.7791,0.77714,0.817
0.0234,0.64153,0.20213,1.5856,8.4685,0.048924,0.00037563,7.7791,0.90667,0.817
0.017036,0.42049,0.19753,0.95011,7.2449,0.026898,-0.0015643,7.7791,1.0362,0.817
0.0077834,0.12514,0.19377,0.20265,6.5974,0.007948,-0.004301,7.7791,1.1657,0.817
0.0066501,0.045107,0.19514,0.032229,6.4463,0.0015974,-0.0063092,7.7791,1.2952,0.817
0.0066501,0.045107,0.19514,0.032229,6.4463,-0.0015965,-0.0063092,7.7791,1.4248,0.817
0.010093,0.14064,0,0.18083,6.7168,-0.0054691,-0.0059603,11.15,1.4248,0.817
0.0098912,0.13739,0.011702,0.17634,6.7021,-0.0051914,-0.0060121,11.02,1.4248,0.817
0.018217,0.31957,0,0.51008,7.1522,-0.02132,-0.003885,11.15,1.5543,0.817
0.017968,0.31599,0.01253,0.50582,7.1329,-0.021041,-0.0039334,11.02,1.5543,0.817
