"nut":
"k": turbulencia
"p": presion
"epsilon"
"U:0" = U_x (paralelo al viento)
"U:1" = U_y
"U:2" = U_z
"Points:0" = coordenada_x
"Points:1" = coordenada_y
"Points:2" = coordenada_z (vale siempre lo mismo ya estos son datos para un plano en z)

"nut","k","p","epsilon","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.0038187,0.0012991,6.9298,3.9775e-05,9.9018,-0.060921,0.010198,3.0739,0.77714,0.817
0.0016308,0.00468,6.4175,0.0022527,9.9379,-0.0070902,0.0065205,2.8523,0.12952,0.817
0.00015518,0.0079863,6.403,0.0044188,0,0,0,2.8523,0,0.817
0.0028518,0.0013342,6.4577,6.3466e-05,9.955,-0.016187,0.0066828,2.8523,0.25905,0.817
0.0037725,0.001293,6.5199,3.9889e-05,9.9443,-0.024164,0.0069571,2.8523,0.38857,0.817
0.0038044,0.0012915,6.6054,3.9462e-05,9.9356,-0.029822,0.0073133,2.8523,0.5181,0.817
0.0038055,0.0012918,6.7064,3.9467e-05,9.9252,-0.033761,0.0077183,2.8523,0.64762,0.817
0.0038059,0.0012921,6.8154,3.9479e-05,9.914,-0.033742,0.0081382,2.8523,0.77714,0.817
0.0038133,0.0012961,7.0143,3.9649e-05,9.8932,-0.04377,0.01023,2.982,0.90667,0.817
0.0038067,0.0012925,6.9233,3.9498e-05,9.9028,-0.031352,0.0085345,2.8523,0.90667,0.817
0.0038149,0.0012971,7.1499,3.9692e-05,9.879,-0.035241,0.010671,2.982,1.0362,0.817
0.0038073,0.0012929,7.0183,3.9514e-05,9.893,-0.024985,0.0088692,2.8523,1.0362,0.817
0.0038161,0.0012978,7.2522,3.9724e-05,9.8684,-0.023176,0.010982,2.982,1.1657,0.817
0.0038078,0.0012932,7.0896,3.9528e-05,9.8856,-0.016424,0.0091102,2.8523,1.1657,0.817
0.003808,0.0012934,7.1274,3.9535e-05,9.8816,-0.005568,0.0092355,2.8523,1.2952,0.817
0.0038168,0.0012982,7.3068,3.9743e-05,9.8627,-0.0079065,0.011142,2.982,1.2952,0.817
0.0016529,0.0043975,6.4884,0.0020232,9.9319,-0.0048098,0.0055688,2.7227,0.12952,0.817
0.00014992,0.0074291,6.4771,0.0039646,0,0,0,2.7227,0,0.817
0.0028995,0.0013297,6.5193,6.1029e-05,9.9488,-0.011658,0.0056895,2.7227,0.25905,0.817
0.0037741,0.001292,6.5658,3.9812e-05,9.9397,-0.017667,0.0058953,2.7227,0.38857,0.817
0.0038023,0.0012907,6.6295,3.943e-05,9.9332,-0.021663,0.0061636,2.7227,0.5181,0.817
0.003803,0.0012908,6.7036,3.9428e-05,9.9256,-0.024631,0.0064677,2.7227,0.64762,0.817
0.0038031,0.0012908,6.7827,3.943e-05,9.9174,-0.02436,0.0067835,2.7227,0.77714,0.817
0.0038034,0.001291,6.8603,3.9438e-05,9.9094,-0.022657,0.0070817,2.7227,0.90667,0.817
0.0038036,0.0012911,6.9273,3.9443e-05,9.9024,-0.017888,0.0073331,2.7227,1.0362,0.817
0.0038038,0.0012912,6.9776,3.9448e-05,9.8972,-0.011778,0.0075149,2.7227,1.1657,0.817
0.0038039,0.0012913,7.0041,3.9451e-05,9.8944,-0.0039585,0.0076099,2.7227,1.2952,0.817
0.0016764,0.0041318,6.5433,0.0018149,9.9276,-0.0030878,0.0047285,2.593,0.12952,0.817
0.00014476,0.0069046,6.5344,0.0035523,0,0,0,2.593,0,0.817
0.0029481,0.0013259,6.5668,5.882e-05,9.9439,-0.0082505,0.0048168,2.593,0.25905,0.817
0.0037763,0.0012917,6.6013,3.9764e-05,9.936,-0.012828,0.0049687,2.593,0.38857,0.817
0.0038013,0.0012904,6.6488,3.9426e-05,9.9312,-0.015628,0.0051685,2.593,0.5181,0.817
0.0038017,0.0012904,6.7033,3.9421e-05,9.9256,-0.017972,0.0053937,2.593,0.64762,0.817
0.0038017,0.0012904,6.7609,3.942e-05,9.9197,-0.017562,0.0056273,2.593,0.77714,0.817
0.0038018,0.0012905,6.8171,3.9423e-05,9.9139,-0.01641,0.0058477,2.593,0.90667,0.817
0.0038019,0.0012905,6.8649,3.9424e-05,9.9089,-0.012834,0.0060337,2.593,1.0362,0.817
0.0038019,0.0012905,6.9008,3.9426e-05,9.9052,-0.0084794,0.0061687,2.593,1.1657,0.817
0.003802,0.0012906,6.9195,3.9427e-05,9.9032,-0.0028236,0.0062393,2.593,1.2952,0.817
0.003802,0.0012906,6.9195,3.9427e-05,9.9032,0.0028237,0.0062393,2.593,1.4248,0.817
0.0038039,0.0012913,7.0041,3.9451e-05,9.8944,0.0039586,0.0076099,2.7227,1.4248,0.817
0.0017008,0.0038821,6.5858,0.0016263,9.9245,-0.0017896,0.0039979,2.4634,0.12952,0.817
0.00013971,0.0064119,6.5787,0.0031789,0,0,0,2.4634,0,0.817
0.0029972,0.0013225,6.6039,5.6816e-05,9.9402,-0.0056992,0.0040619,2.4634,0.25905,0.817
0.0037788,0.0012916,6.6291,3.9734e-05,9.9332,-0.0092378,0.004172,2.4634,0.38857,0.817
0.0038008,0.0012905,6.6646,3.9438e-05,9.9296,-0.011157,0.0043195,2.4634,0.5181,0.817
0.0038011,0.0012905,6.7048,3.9432e-05,9.9255,-0.013097,0.0044844,2.4634,0.64762,0.817
0.003801,0.0012904,6.7467,3.943e-05,9.9212,-0.012617,0.0046555,2.4634,0.77714,0.817
0.0038011,0.0012905,6.7877,3.943e-05,9.9169,-0.011908,0.0048169,2.4634,0.90667,0.817
0.0038011,0.0012905,6.8221,3.943e-05,9.9134,-0.009219,0.0049529,2.4634,1.0362,0.817
0.0038011,0.0012905,6.8479,3.9431e-05,9.9107,-0.0061269,0.0050518,2.4634,1.1657,0.817
0.0038011,0.0012905,6.8613,3.9431e-05,9.9093,-0.0020186,0.0051035,2.4634,1.2952,0.817
0.0038011,0.0012905,6.8613,3.9431e-05,9.9093,0.0020188,0.0051035,2.4634,1.4248,0.817
0.001726,0.0036479,6.6189,0.0014557,9.9223,-0.00079935,0.0033705,2.3337,0.12952,0.817
0.00013477,0.0059495,6.613,0.0028414,0,0,0,2.3337,0,0.817
0.0030464,0.0013195,6.6332,5.5e-05,9.9372,-0.0037937,0.0034172,2.3337,0.25905,0.817
0.0037813,0.0012917,6.6514,3.9716e-05,9.9309,-0.0065903,0.0034954,2.3337,0.38857,0.817
0.0038006,0.0012908,6.6778,3.9457e-05,9.9283,-0.007841,0.0036032,2.3337,0.5181,0.817
0.0038008,0.0012908,6.7075,3.9451e-05,9.9252,-0.0095248,0.003723,2.3337,0.64762,0.817
0.0038008,0.0012907,6.738,3.9449e-05,9.9221,-0.0090064,0.003847,2.3337,0.77714,0.817
0.0038008,0.0012907,6.7681,3.9449e-05,9.919,-0.0086401,0.003964,2.3337,0.90667,0.817
0.0038007,0.0012907,6.7929,3.9448e-05,9.9164,-0.006611,0.0040625,2.3337,1.0362,0.817
0.0038007,0.0012907,6.8117,3.9448e-05,9.9144,-0.0044312,0.0041342,2.3337,1.1657,0.817
0.0038007,0.0012907,6.8212,3.9448e-05,9.9134,-0.0014429,0.0041716,2.3337,1.2952,0.817
0.0038007,0.0012907,6.8212,3.9448e-05,9.9134,0.001443,0.0041716,2.3337,1.4248,0.817
0.0017517,0.0034285,6.6449,0.0013018,9.9208,-1.9205e-05,0.0028371,2.2041,0.12952,0.817
0.00012995,0.0055162,6.6397,0.0025367,0,0,0,2.2041,0,0.817
0.0030953,0.0013167,6.6566,5.3356e-05,9.9349,-0.0023661,0.0028722,2.2041,0.25905,0.817
0.0037837,0.001292,6.6694,3.9706e-05,9.9291,-0.0046552,0.0029264,2.2041,0.38857,0.817
0.0038006,0.0012912,6.6889,3.9481e-05,9.9271,-0.0053801,0.0030044,2.2041,0.5181,0.817
0.0038007,0.0012912,6.711,3.9476e-05,9.9249,-0.0069048,0.0030907,2.2041,0.64762,0.817
0.0038007,0.0012911,6.7331,3.9473e-05,9.9226,-0.0063635,0.0031799,2.2041,0.77714,0.817
0.0038006,0.0012911,6.7553,3.9473e-05,9.9203,-0.0062567,0.0032641,2.2041,0.90667,0.817
0.0038006,0.0012911,6.7732,3.9472e-05,9.9184,-0.0047206,0.0033349,2.2041,1.0362,0.817
0.0038006,0.0012911,6.787,3.9472e-05,9.917,-0.0032009,0.0033864,2.2041,1.1657,0.817
0.0038006,0.0012911,6.7939,3.9472e-05,9.9163,-0.0010289,0.0034133,2.2041,1.2952,0.817
0.0038006,0.0012911,6.7939,3.9472e-05,9.9163,0.0010291,0.0034133,2.2041,1.4248,0.817
0.0017779,0.0032231,6.6655,0.001163,9.9198,0.00061514,0.0023876,2.0744,0.12952,0.817
0.00012523,0.0051106,6.6611,0.0022622,0,0,0,2.0744,0,0.817
0.003144,0.0013143,6.6752,5.1859e-05,9.9329,-0.0012866,0.0024143,2.0744,0.25905,0.817
0.003786,0.0012923,6.6841,3.9701e-05,9.9276,-0.0032579,0.0024513,2.0744,0.38857,0.817
0.0038006,0.0012916,6.6985,3.9507e-05,9.9262,-0.0035555,0.0025071,2.0744,0.5181,0.817
0.0038007,0.0012916,6.7149,3.9503e-05,9.9245,-0.0049836,0.0025689,2.0744,0.64762,0.817
0.0038007,0.0012915,6.7309,3.95e-05,9.9228,-0.0044268,0.0026326,2.0744,0.77714,0.817
0.0038006,0.0012915,6.7474,3.95e-05,9.9211,-0.0045125,0.0026929,2.0744,0.90667,0.817
0.0038006,0.0012915,6.7603,3.9499e-05,9.9198,-0.0033457,0.0027434,2.0744,1.0362,0.817
0.0038006,0.0012915,6.7705,3.9499e-05,9.9187,-0.0023033,0.0027802,2.0744,1.1657,0.817
0.0038006,0.0012915,6.7754,3.9499e-05,9.9182,-0.00073029,0.0027994,2.0744,1.2952,0.817
0.0038006,0.0012915,6.7754,3.9499e-05,9.9182,0.00073047,0.0027994,2.0744,1.4248,0.817
0.0018056,0.0030311,6.6821,0.0010381,9.9192,0.0011204,0.0020114,1.9448,0.12952,0.817
0.00012064,0.0047315,6.6788,0.0020152,0,0,0,1.9448,0,0.817
0.0031934,0.001312,6.6902,5.0466e-05,9.9312,-0.00046241,0.0020309,1.9448,0.25905,0.817
0.0037882,0.0012927,6.6964,3.9701e-05,9.9263,-0.0022591,0.0020565,1.9448,0.38857,0.817
0.0038007,0.0012921,6.7068,3.9535e-05,9.9253,-0.0022045,0.0020961,1.9448,0.5181,0.817
0.0038008,0.0012921,6.7191,3.9531e-05,9.9241,-0.0035761,0.0021401,1.9448,0.64762,0.817
0.0038007,0.001292,6.7306,3.9529e-05,9.9229,-0.003008,0.0021853,1.9448,0.77714,0.817
0.0038007,0.001292,6.7429,3.9529e-05,9.9216,-0.0032324,0.0022283,1.9448,0.90667,0.817
0.0038007,0.001292,6.7522,3.9528e-05,9.9206,-0.0023445,0.0022642,1.9448,1.0362,0.817
0.0038007,0.001292,6.7597,3.9528e-05,9.9198,-0.0016456,0.0022903,1.9448,1.1657,0.817
0.0038007,0.001292,6.7633,3.9528e-05,9.9195,-0.00051457,0.002304,1.9448,1.2952,0.817
0.0038007,0.001292,6.7633,3.9528e-05,9.9195,0.00051476,0.002304,1.9448,1.4248,0.817
0.0018352,0.0028518,6.6957,0.00092585,9.9188,0.0014928,0.0016979,1.8151,0.12952,0.817
0.00011615,0.0043773,6.6937,0.0017932,0,0,0,1.8151,0,0.817
0.003244,0.0013099,6.7024,4.9155e-05,9.9297,0.00017002,0.0017115,1.8151,0.25905,0.817
0.0037902,0.0012931,6.7067,3.9704e-05,9.9252,-0.0015507,0.0017292,1.8151,0.38857,0.817
0.0038008,0.0012926,6.7141,3.9564e-05,9.9246,-0.0012046,0.0017572,1.8151,0.5181,0.817
0.0038009,0.0012926,6.7235,3.956e-05,9.9237,-0.0025464,0.0017885,1.8151,0.64762,0.817
0.0038008,0.0012925,6.7315,3.9558e-05,9.9228,-0.0019708,0.0018205,1.8151,0.77714,0.817
0.0038008,0.0012925,6.7408,3.9558e-05,9.9218,-0.0022912,0.0018509,1.8151,0.90667,0.817
0.0038008,0.0012925,6.7474,3.9558e-05,9.9211,-0.0016159,0.0018763,1.8151,1.0362,0.817
0.0038008,0.0012925,6.753,3.9557e-05,9.9205,-0.0011626,0.0018949,1.8151,1.1657,0.817
0.0038008,0.0012925,6.7556,3.9557e-05,9.9203,-0.00035879,0.0019045,1.8151,1.2952,0.817
0.0038008,0.0012925,6.7556,3.9557e-05,9.9203,0.00035898,0.0019045,1.8151,1.4248,0.817
0.0018661,0.0026844,6.7069,0.00082504,9.9187,0.0017412,0.0014369,1.6855,0.12952,0.817
0.00011178,0.0040468,6.7062,0.001594,0,0,0,1.6855,0,0.817
0.0032952,0.0013079,6.7125,4.7937e-05,9.9283,0.00065751,0.001446,1.6855,0.25905,0.817
0.003792,0.0012935,6.7154,3.9711e-05,9.9243,-0.0010566,0.0014583,1.6855,0.38857,0.817
0.0038009,0.0012931,6.7206,3.9593e-05,9.9239,-0.00046527,0.0014779,1.6855,0.5181,0.817
0.003801,0.0012931,6.7278,3.959e-05,9.9232,-0.001795,0.0015001,1.6855,0.64762,0.817
0.0038009,0.001293,6.7333,3.9588e-05,9.9226,-0.0012162,0.0015227,1.6855,0.77714,0.817
0.0038009,0.001293,6.7403,3.9588e-05,9.9219,-0.0015984,0.0015442,1.6855,0.90667,0.817
0.0038009,0.001293,6.745,3.9587e-05,9.9214,-0.0010874,0.0015621,1.6855,1.0362,0.817
0.0038009,0.001293,6.7492,3.9587e-05,9.921,-0.00080732,0.0015752,1.6855,1.1657,0.817
0.0038009,0.001293,6.751,3.9587e-05,9.9208,-0.00024648,0.001582,1.6855,1.2952,0.817
0.0038009,0.001293,6.751,3.9587e-05,9.9208,0.00024667,0.001582,1.6855,1.4248,0.817
0.0018977,0.0025283,6.7164,0.00073463,9.9187,0.0018822,0.0012192,1.5558,0.12952,0.817
0.00010752,0.0037386,6.7168,0.0014154,0,0,0,1.5558,0,0.817
0.0033464,0.0013062,6.7211,4.6816e-05,9.9269,0.0010368,0.0012249,1.5558,0.25905,0.817
0.0037937,0.0012939,6.7231,3.9721e-05,9.9236,-0.00072395,0.0012334,1.5558,0.38857,0.817
0.0038011,0.0012936,6.7264,3.9623e-05,9.9233,7.9218e-05,0.0012471,1.5558,0.5181,0.817
0.0038011,0.0012936,6.7321,3.9619e-05,9.9228,-0.0012488,0.0012628,1.5558,0.64762,0.817
0.003801,0.0012935,6.7357,3.9618e-05,9.9224,-0.00067258,0.0012787,1.5558,0.77714,0.817
0.003801,0.0012935,6.7411,3.9618e-05,9.9218,-0.0010881,0.0012938,1.5558,0.90667,0.817
0.003801,0.0012935,6.7443,3.9618e-05,9.9215,-0.0007065,0.0013065,1.5558,1.0362,0.817
0.003801,0.0012935,6.7474,3.9618e-05,9.9211,-0.00054636,0.0013157,1.5558,1.1657,0.817
0.003801,0.0012935,6.7487,3.9617e-05,9.921,-0.00016576,0.0013205,1.5558,1.2952,0.817
0.003801,0.0012935,6.7487,3.9617e-05,9.921,0.00016595,0.0013205,1.5558,1.4248,0.817
0.0019293,0.0023829,6.7245,0.00065363,9.9188,0.0019295,0.0010362,1.4262,0.12952,0.817
0.00010337,0.0034513,6.7261,0.0012555,0,0,0,1.4262,0,0.817
0.0033968,0.0013046,6.7285,4.5796e-05,9.9257,0.0013367,0.0010396,1.4262,0.25905,0.817
0.0037952,0.0012944,6.7298,3.9733e-05,9.9229,-0.00051466,0.0010455,1.4262,0.38857,0.817
0.0038012,0.0012941,6.7317,3.9652e-05,9.9228,0.00047638,0.001055,1.4262,0.5181,0.817
0.0038012,0.0012941,6.7363,3.9649e-05,9.9224,-0.0008536,0.0010661,1.4262,0.64762,0.817
0.0038011,0.001294,6.7384,3.9648e-05,9.9221,-0.00028783,0.0010772,1.4262,0.77714,0.817
0.0038011,0.001294,6.7425,3.9648e-05,9.9217,-0.00071279,0.0010879,1.4262,0.90667,0.817
0.0038011,0.001294,6.7447,3.9648e-05,9.9214,-0.00043496,0.0010967,1.4262,1.0362,0.817
0.0038011,0.001294,6.747,3.9648e-05,9.9212,-0.00035549,0.0011032,1.4262,1.1657,0.817
0.0038011,0.001294,6.748,3.9648e-05,9.9211,-0.000108,0.0011066,1.4262,1.2952,0.817
0.0038011,0.001294,6.748,3.9648e-05,9.9211,0.00010818,0.0011066,1.4262,1.4248,0.817
0.0019604,0.0022476,6.7315,0.00058115,9.919,0.0018919,0.00088057,1.2965,0.12952,0.817
9.9331e-05,0.0031837,6.7342,0.0011124,0,0,0,1.2965,0,0.817
0.003446,0.0013033,6.7349,4.4876e-05,9.9244,0.0015799,0.00088246,1.2965,0.25905,0.817
0.0037965,0.0012949,6.7359,3.9748e-05,9.9222,-0.00040119,0.00088646,1.2965,0.38857,0.817
0.0038013,0.0012946,6.7365,3.9682e-05,9.9223,0.00075985,0.00089309,1.2965,0.5181,0.817
0.0038013,0.0012946,6.7404,3.968e-05,9.9219,-0.00056934,0.00090085,1.2965,0.64762,0.817
0.0038012,0.0012945,6.7413,3.9678e-05,9.9218,-2.406e-05,0.00090865,1.2965,0.77714,0.817
0.0038012,0.0012945,6.7445,3.9678e-05,9.9215,-0.00043772,0.00091612,1.2965,0.90667,0.817
0.0038012,0.0012945,6.746,3.9678e-05,9.9213,-0.00024473,0.00092235,1.2965,1.0362,0.817
0.0038012,0.0012945,6.7476,3.9678e-05,9.9211,-0.00021722,0.00092688,1.2965,1.1657,0.817
0.0038012,0.0012945,6.7483,3.9678e-05,9.9211,-6.6897e-05,0.00092924,1.2965,1.2952,0.817
0.0038012,0.0012945,6.7483,3.9678e-05,9.9211,6.7072e-05,0.00092924,1.2965,1.4248,0.817
0.0019904,0.0021217,6.7376,0.00051638,9.9193,0.0017721,0.00074567,1.1669,0.12952,0.817
9.5395e-05,0.0029347,6.7416,0.00098446,0,0,0,1.1669,0,0.817
0.0034935,0.0013021,6.7406,4.4053e-05,9.9233,0.0017843,0.00074663,1.1669,0.25905,0.817
0.0037976,0.0012953,6.7414,3.9765e-05,9.9217,-0.00036313,0.00074939,1.1669,0.38857,0.817
0.0038014,0.0012951,6.7409,3.9712e-05,9.9219,0.0009525,0.00075396,1.1669,0.5181,0.817
0.0038014,0.0012951,6.7443,3.971e-05,9.9216,-0.000366,0.00075939,1.1669,0.64762,0.817
0.0038014,0.0012951,6.7444,3.9709e-05,9.9215,0.00014628,0.00076485,1.1669,0.77714,0.817
0.0038013,0.0012951,6.7468,3.9709e-05,9.9213,-0.00023799,0.00077008,1.1669,0.90667,0.817
0.0038013,0.0012951,6.7477,3.9709e-05,9.9211,-0.00011517,0.00077445,1.1669,1.0362,0.817
0.0038013,0.0012951,6.7489,3.9709e-05,9.921,-0.00011889,0.00077761,1.1669,1.1657,0.817
0.0038013,0.0012951,6.7493,3.9709e-05,9.921,-3.7919e-05,0.00077927,1.1669,1.2952,0.817
0.0038013,0.0012951,6.7493,3.9709e-05,9.921,3.8092e-05,0.00077927,1.1669,1.4248,0.817
0.0020189,0.0020048,6.7431,0.00045855,9.9196,0.0015655,0.00062566,1.0372,0.12952,0.817
9.1564e-05,0.0027031,6.7485,0.00087027,0,0,0,1.0372,0,0.817
0.0035388,0.0013012,6.7456,4.3321e-05,9.9222,0.0019648,0.00062615,1.0372,0.25905,0.817
0.0037987,0.0012958,6.7465,3.9784e-05,9.9212,-0.00038453,0.00062807,1.0372,0.38857,0.817
0.0038015,0.0012956,6.7449,3.9742e-05,9.9215,0.0010684,0.00063121,1.0372,0.5181,0.817
0.0038015,0.0012956,6.748,3.974e-05,9.9212,-0.00022147,0.00063501,1.0372,0.64762,0.817
0.0038015,0.0012956,6.7474,3.9739e-05,9.9212,0.00024321,0.00063882,1.0372,0.77714,0.817
0.0038015,0.0012956,6.7492,3.9739e-05,9.921,-9.5814e-05,0.00064247,1.0372,0.90667,0.817
0.0038015,0.0012956,6.7497,3.9739e-05,9.9209,-3.0802e-05,0.00064552,1.0372,1.0362,0.817
0.0038015,0.0012956,6.7505,3.9739e-05,9.9209,-5.1292e-05,0.00064773,1.0372,1.1657,0.817
0.0038015,0.0012956,6.7508,3.9739e-05,9.9208,-1.7824e-05,0.00064889,1.0372,1.2952,0.817
0.0038015,0.0012956,6.7508,3.9739e-05,9.9208,1.7995e-05,0.00064889,1.0372,1.4248,0.817
0.0020455,0.0018962,6.7481,0.00040698,9.9199,0.0012548,0.00051544,0.90756,0.12952,0.817
8.7834e-05,0.0024879,6.7554,0.00076844,0,0,0,0.90756,0,0.817
0.0035816,0.0013005,6.75,4.2676e-05,9.9213,0.0021298,0.00051581,0.90756,0.25905,0.817
0.0037995,0.0012963,6.7513,3.9804e-05,9.9207,-0.00045257,0.00051717,0.90756,0.38857,0.817
0.0038017,0.0012961,6.7485,3.9772e-05,9.9211,0.0011146,0.00051933,0.90756,0.5181,0.817
0.0038016,0.0012961,6.7514,3.977e-05,9.9208,-0.00011937,0.00052196,0.90756,0.64762,0.817
0.0038016,0.0012961,6.7503,3.977e-05,9.9209,0.00028169,0.00052463,0.90756,0.77714,0.817
0.0038016,0.0012961,6.7516,3.977e-05,9.9208,1.3164e-06,0.00052716,0.90756,0.90667,0.817
0.0038016,0.0012961,6.7518,3.977e-05,9.9207,2.027e-05,0.0005293,0.90756,1.0362,0.817
0.0038016,0.0012961,6.7523,3.977e-05,9.9207,-7.5437e-06,0.00053084,0.90756,1.1657,0.817
0.0038016,0.0012961,6.7525,3.977e-05,9.9207,-4.3656e-06,0.00053164,0.90756,1.2952,0.817
0.0038016,0.0012961,6.7525,3.977e-05,9.9207,4.5307e-06,0.00053164,0.90756,1.4248,0.817
0.0020699,0.0017955,6.753,0.00036104,9.9202,0.00080304,0.00041147,0.77791,0.12952,0.817
8.4205e-05,0.002288,6.7626,0.00067772,0,0,0,0.77791,0,0.817
0.0036215,0.0013,6.7539,4.2111e-05,9.9204,0.0022768,0.00041191,0.77791,0.25905,0.817
0.0038003,0.0012968,6.7556,3.9827e-05,9.9202,-0.0005571,0.0004129,0.77791,0.38857,0.817
0.0038018,0.0012967,6.7517,3.9802e-05,9.9208,0.0010937,0.00041439,0.77791,0.5181,0.817
0.0038017,0.0012966,6.7544,3.9801e-05,9.9205,-4.599e-05,0.00041621,0.77791,0.64762,0.817
0.0038017,0.0012966,6.753,3.98e-05,9.9207,0.00027419,0.00041807,0.77791,0.77714,0.817
0.0038017,0.0012966,6.7538,3.98e-05,9.9206,6.1944e-05,0.00041982,0.77791,0.90667,0.817
0.0038017,0.0012966,6.7539,3.98e-05,9.9205,4.7372e-05,0.0004213,0.77791,1.0362,0.817
0.0038017,0.0012966,6.7541,3.98e-05,9.9205,1.7719e-05,0.00042237,0.77791,1.1657,0.817
0.0038017,0.0012966,6.7543,3.98e-05,9.9205,3.9575e-06,0.00042293,0.77791,1.2952,0.817
0.0038017,0.0012966,6.7543,3.98e-05,9.9205,-3.8031e-06,0.00042293,0.77791,1.4248,0.817
0.0020918,0.0017021,6.7576,0.00032018,9.9205,0.00015922,0.00031281,0.64826,0.12952,0.817
8.0674e-05,0.0021025,6.7701,0.00059698,0,0,0,0.64826,0,0.817
0.0036583,0.0012996,6.7571,4.1621e-05,9.9197,0.0023964,0.00031339,0.64826,0.25905,0.817
0.0038008,0.0012973,6.7596,3.985e-05,9.9198,-0.00068767,0.00031413,0.64826,0.38857,0.817
0.0038019,0.0012972,6.7544,3.9832e-05,9.9205,0.0010033,0.00031517,0.64826,0.5181,0.817
0.0038018,0.0012971,6.7569,3.9831e-05,9.9203,1.0687e-05,0.00031642,0.64826,0.64762,0.817
0.0038018,0.0012971,6.7556,3.9831e-05,9.9204,0.00023304,0.0003177,0.64826,0.77714,0.817
0.0038018,0.0012971,6.7558,3.9831e-05,9.9204,9.1199e-05,0.0003189,0.64826,0.90667,0.817
0.0038018,0.0012971,6.7558,3.9831e-05,9.9203,5.7345e-05,0.00031992,0.64826,1.0362,0.817
0.0038018,0.0012971,6.7559,3.9831e-05,9.9203,2.8865e-05,0.00032065,0.64826,1.1657,0.817
0.0038018,0.0012971,6.7559,3.9831e-05,9.9203,8.1496e-06,0.00032104,0.64826,1.2952,0.817
0.0038018,0.0012971,6.7559,3.9831e-05,9.9203,-8.0082e-06,0.00032104,0.64826,1.4248,0.817
0.0021108,0.0016157,6.7614,0.00028387,9.9207,-0.00072431,0.00022142,0.5186,0.12952,0.817
7.724e-05,0.0019304,6.7777,0.00052522,0,0,0,0.5186,0,0.817
0.0036917,0.0012994,6.7593,4.1203e-05,9.9192,0.0024924,0.00022209,0.5186,0.25905,0.817
0.0038013,0.0012978,6.7637,3.9875e-05,9.9195,-0.0008213,0.00022264,0.5186,0.38857,0.817
0.003802,0.0012977,6.757,3.9863e-05,9.9203,0.00083036,0.00022335,0.5186,0.5181,0.817
0.003802,0.0012977,6.7589,3.9862e-05,9.9201,5.4216e-05,0.00022419,0.5186,0.64762,0.817
0.003802,0.0012977,6.7577,3.9862e-05,9.9202,0.00017142,0.00022506,0.5186,0.77714,0.817
0.003802,0.0012977,6.7576,3.9862e-05,9.9202,9.2458e-05,0.00022587,0.5186,0.90667,0.817
0.0038019,0.0012977,6.7574,3.9862e-05,9.9202,5.4778e-05,0.00022656,0.5186,1.0362,0.817
0.0038019,0.0012977,6.7574,3.9862e-05,9.9202,2.9801e-05,0.00022706,0.5186,1.1657,0.817
0.0038019,0.0012977,6.7574,3.9862e-05,9.9202,9.0765e-06,0.00022732,0.5186,1.2952,0.817
0.0038019,0.0012977,6.7574,3.9862e-05,9.9202,-8.9501e-06,0.00022732,0.5186,1.4248,0.817
0.0021268,0.0015356,6.7658,0.00025165,9.9209,-0.001912,0.00014143,0.38895,0.12952,0.817
7.3901e-05,0.0017709,6.7886,0.0004615,0,0,0,0.38895,0,0.817
0.0037215,0.0012993,6.7594,4.085e-05,9.919,0.0025558,0.00014201,0.38895,0.25905,0.817
0.0038017,0.0012983,6.7669,3.9901e-05,9.9192,-0.000902,0.00014241,0.38895,0.38857,0.817
0.0038021,0.0012982,6.7592,3.9893e-05,9.9201,0.00055793,0.00014288,0.38895,0.5181,0.817
0.0038021,0.0012982,6.76,3.9892e-05,9.92,7.218e-05,0.00014343,0.38895,0.64762,0.817
0.0038021,0.0012982,6.7591,3.9892e-05,9.9201,0.00010442,0.000144,0.38895,0.77714,0.817
0.0038021,0.0012982,6.7587,3.9892e-05,9.9201,7.2154e-05,0.00014453,0.38895,0.90667,0.817
0.0038021,0.0012982,6.7585,3.9892e-05,9.9201,4.3623e-05,0.00014498,0.38895,1.0362,0.817
0.0038021,0.0012982,6.7584,3.9892e-05,9.9201,2.4467e-05,0.00014531,0.38895,1.1657,0.817
0.0038021,0.0012982,6.7584,3.9892e-05,9.9201,7.7851e-06,0.00014548,0.38895,1.2952,0.817
0.0038021,0.0012982,6.7584,3.9892e-05,9.9201,-7.6795e-06,0.00014547,0.38895,1.4248,0.817
0.0021398,0.0014616,6.7743,0.00022308,9.9208,-0.0034763,7.8057e-05,0.2593,0.12952,0.817
7.0654e-05,0.0016232,6.8093,0.00040498,0,0,0,0.2593,0,0.817
0.0037478,0.0012994,6.7561,4.0557e-05,9.9192,0.0024201,7.8436e-05,0.2593,0.25905,0.817
0.003802,0.0012987,6.7666,3.9928e-05,9.9192,-0.00083177,7.8689e-05,0.2593,0.38857,0.817
0.0038022,0.0012987,6.7603,3.9923e-05,9.92,0.00022317,7.8979e-05,0.2593,0.5181,0.817
0.0038022,0.0012987,6.76,3.9923e-05,9.92,5.208e-05,7.9309e-05,0.2593,0.64762,0.817
0.0038022,0.0012987,6.7595,3.9923e-05,9.92,4.9226e-05,7.9652e-05,0.2593,0.77714,0.817
0.0038022,0.0012987,6.7592,3.9923e-05,9.92,4.327e-05,7.9974e-05,0.2593,0.90667,0.817
