z,p,k,epsilon
0,1.27580899226,0.444728844376,0.206029562849
1.40280561122,1.2739289661,0.443982494395,0.117881907307
2.80561122244,1.27180351352,0.443982494395,0.0464010692772
4.20841683367,1.27049591809,0.443982494395,0.0294534016604
5.61122244489,1.26930608848,0.443982494395,0.0216170381983
7.01402805611,1.26812888599,0.443982494395,0.0170660775393
8.41683366733,1.26703889378,0.443982494395,0.0143269005618
9.81963927856,1.26602416229,0.443982494395,0.0122641192278
11.2224448898,1.26506686264,0.443982494395,0.0106497648851
12.625250501,1.26418384439,0.443982494395,0.00948270347669
14.0280561122,1.26334629727,0.443982494395,0.00853315145676
15.4308617234,1.26253705323,0.443982494395,0.00771898605534
16.8336673347,1.26177569758,0.443982494395,0.00710351405732
18.2364729459,1.26102197383,0.443982494395,0.00651970751266
19.6392785571,1.26030317455,0.443982494395,0.00608179316121
21.0420841683,1.25958681375,0.443982494395,0.00565406522878
22.4448897796,1.25888562435,0.443982494395,0.00531516840901
23.8476953908,1.25818786312,0.443982494395,0.00499634410878
25.250501002,1.25748988876,0.443982494395,0.00471536739046
26.6533066132,1.25679168939,0.443982494395,0.00447435208067
28.0561122244,1.25609349002,0.443982494395,0.00423333677087
29.4589178357,1.25537738842,0.443982494395,0.00404481482404
30.8617234469,1.25465985775,0.443982494395,0.00386048328775
32.2645290581,1.253938103,0.443982494395,0.00368084093879
33.6673346693,1.25318276759,0.443982494395,0.00353847683888
35.0701402806,1.25242743219,0.443982494395,0.00339611273898
36.4729458918,1.2516710824,0.443982494395,0.00325432186954
37.875751503,1.25086000914,0.443982494395,0.00314345555811
39.2785571142,1.25004893588,0.443982494395,0.00303258924667
40.6813627255,1.24923786262,0.443982494395,0.00292172293524
42.0841683367,1.24838159976,0.443982494395,0.00282563079259
43.4869739479,1.24749737716,0.443982494395,0.00273867973021
44.8897795591,1.24661315457,0.443982494395,0.00265172866783
46.2925851703,1.24572893198,0.443982494395,0.00256477760545
47.6953907816,1.24476536545,0.443982494395,0.00249396509581
49.0981963928,1.24379098004,0.443982494395,0.00242535314453
50.501002004,1.24281659464,0.443982494395,0.00235674119325
51.9038076152,1.24184220924,0.443982494395,0.00228812924197
53.3066132265,1.24078531918,0.443982494395,0.00223045943188
54.7094188377,1.2397039849,0.443982494395,0.00217603152566
56.1122244489,1.23862265063,0.443982494395,0.00212160361945
57.5150300601,1.23754131635,0.443982494395,0.00206717571323
58.9178356713,1.23642841742,0.443982494395,0.00201556927824
60.3206412826,1.2352234383,0.443982494395,0.00197219361845
61.7234468938,1.23401845919,0.443982494395,0.00192881795867
63.126252505,1.23281348007,0.443982494395,0.00188544229888
64.5290581162,1.23160850096,0.443982494395,0.00184206663909
65.9318637275,1.23036269319,0.443982494395,0.0018012142981
67.3346693387,1.22901746106,0.443982494395,0.00176650664619
68.7374749499,1.22767222893,0.443982494395,0.00173179899428
70.1402805611,1.2263269968,0.443982494395,0.00169709134237
71.5430861723,1.22498176467,0.443982494395,0.00166238369046
72.9458917836,1.22363653254,0.443982494395,0.00162767603855
74.3486973948,1.22216069563,0.443982494395,0.00159867352136
75.751503006,1.22065894958,0.443982494395,0.00157080277891
77.1543086172,1.21915720352,0.443982494395,0.00154293203646
78.5571142285,1.21765545746,0.443982494395,0.00151506129402
79.9599198397,1.21615371141,0.443982494395,0.00148719055157
81.3627254509,1.21465196535,0.443982494395,0.00145931980913
82.7655310621,1.21300655112,0.443982494395,0.00143598262555
84.1683366733,1.21133305418,0.443982494395,0.00141353161304
85.5711422846,1.20965955725,0.443982494395,0.00139108060052
86.9739478958,1.20798606031,0.443982494395,0.001368629588
88.376753507,1.20631256338,0.443982494395,0.00134617857548
89.7795591182,1.20463906645,0.443982494395,0.00132372756296
91.1823647295,1.20292059813,0.443982494395,0.0013023273382
92.5851703407,1.20106241171,0.443982494395,0.00128419172449
93.9879759519,1.19920422528,0.443982494395,0.00126605611078
95.3907815631,1.19734603885,0.443982494395,0.00124792049708
96.7935871743,1.19548785243,0.443982494395,0.00122978488337
98.1963927856,1.19362966601,0.443982494395,0.00121164926966
99.5991983968,1.19177147958,0.443982494395,0.00119351365596
101.002004008,1.18991329316,0.443982494395,0.00117537804225
102.404809619,1.18786251548,0.443982494395,0.0011606798133
103.80761523,1.18581105141,0.443982494395,0.0011459938349
105.210420842,1.18375958735,0.443982494395,0.0011313078565
106.613226453,1.18170812329,0.443982494395,0.0011166218781
108.016032064,1.17965665923,0.443982494395,0.0011019358997
109.418837675,1.17760519517,0.443982494395,0.00108724992131
110.821643287,1.17555373111,0.443982494395,0.00107256394291
112.224448898,1.1734963402,0.443982494395,0.00105796225765
113.627254509,1.17125030488,0.443982494395,0.00104604352099
115.03006012,1.16900426956,0.443982494395,0.00103412478432
116.432865731,1.16675823424,0.443982494395,0.00102220604766
117.835671343,1.16451219891,0.443982494395,0.00101028731099
119.238476954,1.16226616359,0.443982494395,0.000998368574329
120.641282565,1.16002012827,0.443982494395,0.000986449837664
122.044088176,1.15777409295,0.443982494395,0.000974531100999
123.446893788,1.15552805763,0.443982494395,0.000962612364334
124.849699399,1.15323134638,0.443982494395,0.000951304241377
126.25250501,1.15080050562,0.443982494395,0.000941612296461
127.655310621,1.14836966487,0.443982494395,0.000931920351545
129.058116232,1.14593882411,0.443982494395,0.000922228406628
130.460921844,1.14350798335,0.443982494395,0.000912536461712
131.863727455,1.1410771426,0.443982494395,0.000902844516796
133.266533066,1.13864630184,0.443982494395,0.00089315257188
134.669338677,1.13621546109,0.443982494395,0.000883460626963
136.072144289,1.13378462033,0.443982494395,0.000873768682047
137.4749499,1.13135377958,0.443982494395,0.000864076737131
138.877755511,1.12881915726,0.443982494395,0.000855551538576
140.280561122,1.12622848168,0.443982494395,0.000847656509176
141.683366733,1.1236378061,0.443982494395,0.000839761479775
143.086172345,1.12104713052,0.443982494395,0.000831866450374
144.488977956,1.11845645494,0.443982494395,0.000823971420974
145.891783567,1.11586577936,0.443982494395,0.000816076391573
147.294589178,1.11327510378,0.443982494395,0.000808181362172
148.69739479,1.1106844282,0.443982494395,0.000800286332772
150.100200401,1.10809375263,0.443982494395,0.000792391303371
151.503006012,1.10550307705,0.443982494395,0.00078449627397
152.905811623,1.10290433576,0.443982494395,0.000776702368336
154.308617234,1.10019771454,0.443982494395,0.000770261005674
155.711422846,1.09749109331,0.443982494395,0.000763819643013
157.114228457,1.09478447209,0.443982494395,0.000757378280351
158.517034068,1.09207785087,0.443982494395,0.00075093691769
159.919839679,1.08937122965,0.443982494395,0.000744495555028
161.322645291,1.08666460843,0.443982494395,0.000738054192367
162.725450902,1.08395798721,0.443982494395,0.000731612829705
164.128256513,1.08125136599,0.443982494395,0.000725171467044
165.531062124,1.07854474477,0.443982494395,0.000718730104383
166.933867735,1.07583812355,0.443982494395,0.000712288741721
168.336673347,1.07313150233,0.443982494395,0.00070584737906
169.739478958,1.07040205899,0.443982494395,0.000699924930056
171.142284569,1.06764360079,0.443982494395,0.00069466220069
172.54509018,1.0648851426,0.443982494395,0.000689399471325
173.947895792,1.06212668441,0.443982494395,0.000684136741959
175.350701403,1.05936822621,0.443982494395,0.000678874012594
176.753507014,1.05660976802,0.443982494395,0.000673611283228
178.156312625,1.05385130982,0.443982494395,0.000668348553863
179.559118236,1.05109285163,0.443982494395,0.000663085824497
180.961923848,1.04833439344,0.443982494395,0.000657823095132
