y,U_0,U_1,U_2
0,7.9994015519,0,0
2.5250501002,8.00300713561,2.12563690659e-07,-9.74109797195e-05
5.0501002004,8.00592768073,5.0689946044e-06,-0.000200074748381
7.5751503006,8.0088446583,1.00031908131e-05,-0.000303654754102
10.1002004008,8.01167924931,1.58644054261e-05,-0.000407133776819
12.625250501,8.01420481687,2.68014560903e-05,-0.000507001208412
15.1503006012,8.01697982355,3.76764293635e-05,-0.000607342147623
17.6753507014,8.01932877499,4.86441483068e-05,-0.000707519096502
20.2004008016,8.02167106021,5.98296906185e-05,-0.000808572008158
22.7254509018,8.02381537156,7.15333106949e-05,-0.000906360408903
25.250501002,8.02595951688,8.38470447237e-05,-0.00099947518965
27.7755511022,8.028058835,9.59844655292e-05,-0.00109084887161
30.3006012024,8.02991782727,0.000108125297452,-0.00118073222704
32.8256513026,8.03176837212,0.000120481592887,-0.00127105955381
35.3507014028,8.03329628582,0.000133251522152,-0.00135423522612
37.875751503,8.03508972592,0.000146029358737,-0.00143434137006
40.4008016032,8.03659172336,0.000157675181705,-0.00151042450985
42.9258517034,8.03800716108,0.000169190638404,-0.00158573618638
45.4509018036,8.03941577042,0.000180818713701,-0.00166110511797
47.9759519038,8.04038682157,0.000191433978774,-0.00172595819525
50.501002004,8.04185347014,0.000201572899959,-0.0017903187926
53.0260521042,8.04289955489,0.000210651919367,-0.00185007438665
55.5511022044,8.04393893284,0.000219778559175,-0.00190971315842
58.0761523046,8.04490966911,0.000228722472452,-0.00196774983339
60.6012024048,8.04561896508,0.000236284659184,-0.00201647763588
63.126252505,8.04664469386,0.000243349501797,-0.00206467385512
65.6513026052,8.04739339313,0.000249732329014,-0.00211000136159
68.1763527054,8.04813339266,0.00025610293519,-0.00215503383137
70.7014028056,8.04870291379,0.000261824863566,-0.00219630137738
73.2264529058,8.04929647473,0.00026641882679,-0.00223214938282
75.751503006,8.04997879105,0.000270526316742,-0.00226657222543
78.2765531062,8.05050311007,0.000274352524087,-0.0022995584341
80.8016032064,8.05101974441,0.000278105732412,-0.0023321912838
83.3266533066,8.05127863999,0.000281004209685,-0.00235985846019
85.8517034068,8.05183390726,0.000283206345792,-0.00238524077571
88.376753507,8.05225868621,0.000285080296529,-0.00240881055133
90.9018036072,8.05262277979,0.000286860312641,-0.00243183788312
93.4268537074,8.05298243941,0.000288562727248,-0.00245461582734
95.9519038076,8.05300939217,0.000289483437194,-0.00247207077321
98.4769539078,8.05356148953,0.000289892099939,-0.00248916235921
101.002004008,8.05382143243,0.000290301723383,-0.00250475650751
103.527054108,8.05407823218,0.000290629180082,-0.00252014209216
106.052104208,8.05428781918,0.000290852483187,-0.00253482529542
108.577154309,8.05432832282,0.000290596241975,-0.00254568473537
111.102204409,8.05473365228,0.000289964380577,-0.00255633924014
113.627254509,8.05492614823,0.000289497266505,-0.00256630880576
116.152304609,8.05511547667,0.000288914803796,-0.00257603292107
118.677354709,8.05517880506,0.000288319490802,-0.00258455862291
121.20240481,8.055322468,0.000287366426367,-0.0025910883479
123.72745491,8.05560596524,0.000286244642809,-0.00259721474886
126.25250501,8.05575861405,0.000285284613971,-0.00260308134136
128.77755511,8.05590898507,0.000284210715615,-0.00260874103318
131.30260521,8.05585987543,0.000283339625387,-0.0026131495546
133.827655311,8.05612822233,0.00028190480688,-0.00261648008406
136.352705411,8.05631366834,0.000280638571575,-0.00261949760905
138.877755511,8.0564453342,0.000279424176788,-0.00262241296187
141.402805611,8.05657592855,0.000278135171385,-0.00262521263315
143.927855711,8.05643623097,0.000277304012173,-0.00262697225662
146.452905812,8.05682130939,0.000275514779301,-0.00262790873585
148.977955912,8.05694529296,0.000274246402771,-0.00262882256579
151.503006012,8.05706867543,0.000272917635381,-0.00262965715654
154.028056112,8.05715569695,0.000271624000868,-0.00263036742786
156.553106212,8.05710675419,0.000270628128485,-0.00263035901147
159.078156313,8.0574331318,0.00026887598201,-0.0026297076012
161.603206413,8.05755679155,0.000267564103391,-0.00262915730607
164.128256513,8.05767996466,0.000266177510729,-0.00262852456957
166.653306613,8.05769339478,0.000265035601326,-0.00262781505776
169.178356713,8.05779763522,0.000263710504756,-0.00262651593503
171.703406814,8.05805437688,0.000262055901171,-0.00262480471673
174.228456914,8.05818267822,0.000260693291972,-0.00262319392962
176.753507014,8.05831071492,0.000259261663859,-0.00262151876944
179.278557114,8.05825657746,0.000258282697759,-0.00261992369162
181.803607214,8.05851710988,0.000256541881632,-0.00261755859326
184.328657315,8.05870802513,0.000254980437918,-0.00261511524648
186.853707415,8.05884412578,0.00025353351333,-0.0026127114155
189.378757515,8.05898015653,0.000252045034437,-0.00261027390401
191.903807615,8.05886201137,0.00025120587844,-0.00260812331492
194.428857715,8.05926230491,0.000249001742528,-0.00260485518903
196.953907816,8.05940826095,0.000247470128943,-0.00260185884386
199.478957916,8.05955422451,0.000245909851001,-0.00259884086785
202.004008016,8.05966821564,0.000244412665474,-0.00259585853286
204.529058116,8.05964604362,0.000243242969496,-0.00259302256666
207.054108216,8.06000698534,0.000240991301236,-0.00258927408227
209.579158317,8.06016409837,0.000239316687953,-0.00258577008758
212.104208417,8.06032128515,0.000237613658767,-0.00258224291502
214.629258517,8.06037399508,0.000236183175786,-0.00257890933724
217.154308617,8.06051256062,0.000234420989621,-0.0025753211518
219.679358717,8.0608123654,0.000232170592978,-0.00257120418337
222.204408818,8.06098158625,0.000230316819131,-0.00256724282111
224.729458918,8.06115093362,0.00022844635794,-0.00256326064845
227.254509018,8.06114353813,0.000227058642558,-0.00255964862407
