-2.8948,0.73069
-2.8217,0.95531
-2.7806,1.0972
-2.7213,1.1256
-2.6573,1.1256
-2.4793,1.1303
-2.3149,1.1303
-2.1322,1.1326
-2.0135,1.1303
-1.9267,1.1208
-1.8217,1.0806
-1.6847,1.0144
-1.6162,0.96477
-1.4792,0.9033
-1.3879,0.84891
-1.292,0.81108
-1.1368,0.75906
-1.0272,0.72596
-0.89931,0.70232
-0.77601,0.66922
-0.60706,0.64084
-0.4929,0.63375
-0.35591,0.62429
-0.17326,0.62429
-0.049967,0.6172
0.10985,0.60774
0.24685,0.60538
0.35644,0.59355
0.4706,0.59119
0.62128,0.59592
0.75371,0.62666
0.8633,0.66685
0.98659,0.72596
1.1738,0.84418
1.3062,0.94822
1.4798,1.0215
1.5939,1.0783
1.6715,1.1066
1.7811,1.1256
1.9227,1.1161
2.1236,1.1232
2.3337,1.1185
2.5026,1.1232
2.6716,1.1256
2.7812,1.1279
2.8405,1.0901
2.8679,1.0026
2.9045,0.85128
