-3.0412,0.80264
-2.9695,1.0132
-2.9438,1.0833
-2.8669,1.1009
-2.7438,1.1097
-2.0463,1.1097
-1.9335,1.1009
-1.872,1.0504
-1.7027,0.95834
-1.5027,0.81799
-1.4104,0.76974
-1.3643,0.75439
-1.2976,0.73465
-1.2309,0.73246
-1.1181,0.74562
-1.072,0.7522
-0.98478,0.76536
-0.87708,0.76536
-0.74887,0.73246
-0.67195,0.71711
-0.62579,0.66886
-0.53348,0.6272
-0.4104,0.60307
-0.30783,0.57456
-0.18988,0.55263
-0.12834,0.54167
-0.046289,0.54386
0.10243,0.55044
0.17936,0.56798
0.29731,0.57676
0.41014,0.57237
0.5486,0.57895
0.62553,0.5943
0.74348,0.64035
0.87169,0.70614
0.94348,0.76755
1.0358,0.83992
1.1537,0.89036
1.3025,0.90352
1.3897,0.9386
1.4461,0.99782
1.564,1.068
1.6256,1.0987
1.6871,1.1031
1.7743,1.1097
1.9127,1.1119
2.2256,1.114
2.4512,1.1053
2.5948,1.1053
2.7641,1.1097
2.8769,1.1031
2.9333,1.0768
2.9589,1.011
2.9743,0.90352
